Date,Open,High,Low,Close,Volume 
06-19-2012	573.59	584.28	573.12	581.53	2076200	581.53
06-18-2012	562.62	574.21	559.25	570.85	2496900	570.85
06-15-2012	560.34	564.52	557.09	564.51	3001200	564.51
06-14-2012	561.3	565.07	556.52	559.05	2344900	559.05
06-13-2012	561.72	567	558.68	561.09	1954200	561.09
06-12-2012	569.77	570.3	558.58	565.1	3224200	565.1
06-11-2012	584.21	585.32	566.69	568.5	2661100	568.5
06-08-2012	575.85	581	574.58	580.45	1410400	580.45
06-07-2012	587.6	587.89	577.25	578.23	1758500	578.23
06-06-2012	576.48	581.97	573.61	580.57	2095800	580.57
06-05-2012	575.45	578.13	566.47	570.41	2339900	570.41
06-04-2012	570.22	580.49	570.01	578.59	2432700	578.59
06-01-2012	571.79	572.65	568.35	570.98	3057900	570.98
05-31-2012	588.72	590	579	580.86	2968300	580.86
05-30-2012	588.16	591.9	583.53	588.23	1906700	588.23
05-29-2012	595.81	599.13	588.32	594.34	2605700	594.34
05-25-2012	601	601.73	588.28	591.53	3581900	591.53
05-24-2012	609.16	611.92	598.87	603.66	1891300	603.66
05-23-2012	601.65	609.6	597.12	609.46	3178100	609.46
05-22-2012	613.44	613.81	596	600.8	3051900	600.8
05-21-2012	600.51	615.69	600	614.11	3075400	614.11
05-18-2012	625.1	632.42	596.7	600.4	5973500	600.4
05-17-2012	633.83	637.85	621.23	623.05	3353800	623.05
05-16-2012	617.96	630.1	615.94	628.93	4835100	628.93
05-15-2012	605.35	615	603.75	611.11	2102100	611.11
05-14-2012	600.78	608.5	600.58	604	1824400	604
05-11-2012	610.35	614.55	604.77	605.23	2099400	605.23
05-10-2012	612.96	616.19	610.23	613.66	1535900	613.66
