,Predicted_WindowFloatGlassType,NonWindowFloatGlassTypeProbability,WindowFloatGlassTypeProbability
56,0,0.584613287628781,0.415386712371219
57,0,0.934349597787044,0.0656504022129561
58,0,0.599978318081467,0.400021681918533
59,1,0.184548543415453,0.815451456584547
60,1,0.406297658333107,0.593702341666893
61,1,0.340772038707691,0.659227961292309
62,0,0.554583943199019,0.445416056800981
63,1,0.296798561713566,0.703201438286434
64,1,0.445206958049629,0.554793041950371
65,1,0.194215909036709,0.805784090963291
66,0,0.501738671793458,0.498261328206542
67,1,0.209915969029173,0.790084030970827
68,1,0.126138414998583,0.873861585001417
69,1,0.242569816215688,0.757430183784312
70,1,0.109335653266314,0.890664346733686
71,0,0.996055361356999,0.00394463864300107
72,0,0.857111719401638,0.142888280598362
73,0,0.632931451926528,0.367068548073472
74,0,0.70233624030358,0.29766375969642
75,0,0.596921548176664,0.403078451823336
76,0,0.543368002142468,0.456631997857532
77,0,0.908511298981274,0.0914887010187262
78,0,0.850495236783145,0.149504763216855
79,0,0.630108340771112,0.369891659228888
80,0,0.88723996396459,0.11276003603541
81,0,0.941850910237834,0.058149089762166
82,0,0.668426714588522,0.331573285411478
83,0,0.607406274989649,0.392593725010351
84,0,0.794705323764888,0.205294676235112
85,0,0.998336856335504,0.00166314366449584
86,0,0.748486546162168,0.251513453837832
87,0,0.579569181998751,0.420430818001249
88,0,0.815929396737217,0.184070603262783
89,0,0.844594658095939,0.155405341904061
90,0,0.711395711955294,0.288604288044705
91,0,0.623478970087544,0.376521029912456
92,0,0.83700807733867,0.16299192266133
93,0,0.711580881247761,0.288419118752239
94,0,0.766660929983355,0.233339070016645
95,0,0.679554967662384,0.320445032337616
96,0,0.904334759529164,0.0956652404708355
97,1,0.482469470143793,0.517530529856207
98,1,0.38896603452968,0.61103396547032
99,0,0.887129886682422,0.112870113317578
100,0,0.730090471983947,0.269909528016053
101,0,0.798616905068253,0.201383094931747
102,0,0.979156477568238,0.0208435224317619
103,1,0.241685448759058,0.758314551240942
104,1,0.488004326729049,0.511995673270951
105,0,0.834411621976937,0.165588378023063
106,0,0.99999867713093,1.32286907002637e-06
107,0,0.999610363564829,0.000389636435171343
108,0,0.999704769406232,0.000295230593768129
109,0,0.999933795385253,6.62046147474635e-05
110,0,0.978827568192178,0.0211724318078223
111,0,0.80569677164162,0.19430322835838
112,0,0.830990694447166,0.169009305552834
113,0,0.988239548837113,0.0117604511628871
114,1,0.360282477914491,0.639717522085509
115,1,0.403881246530347,0.596118753469653
116,0,0.510589634182497,0.489410365817503
117,0,0.63781476390752,0.36218523609248
118,0,0.946125016960987,0.0538749830390128
119,0,0.881265830202879,0.118734169797121
120,0,0.902307201304897,0.0976927986951028
121,0,0.609179816971014,0.390820183028986
122,0,0.788959660715268,0.211040339284732
123,0,0.720280409554075,0.279719590445925
124,0,0.882545179140755,0.117454820859245
125,1,0.140239938928266,0.859760061071734
126,0,0.657709508624099,0.342290491375901
127,0,0.61986727902871,0.38013272097129
128,0,0.985500326253444,0.0144996737465559
129,0,0.987410141912261,0.012589858087739
130,0,0.999992915004283,7.08499571742631e-06
131,0,0.999448344038959,0.000551655961041233
132,0,0.999989654297828,1.03457021719944e-05
133,1,0.359946523382652,0.640053476617348
134,0,0.884121357768307,0.115878642231693
135,1,0.310146496305939,0.689853503694061
136,0,0.66273624117089,0.33726375882911
137,1,0.142695113411659,0.857304886588341
138,0,0.632078383424678,0.367921616575322
139,0,0.520570997846776,0.479429002153224
140,0,0.57083300666557,0.429166993334429
141,0,0.820872785039687,0.179127214960313
142,1,0.308948157206171,0.691051842793829
143,0,0.635931246356666,0.364068753643334
144,0,0.825880590970652,0.174119409029348
145,0,0.73259703902821,0.26740296097179
146,0,0.666069757131784,0.333930242868216
147,1,0.347427914734546,0.652572085265454
148,0,0.75859591047231,0.24140408952769
149,0,0.610628114369387,0.389371885630613
150,0,0.974102543757067,0.0258974562429331
151,0,0.915642248150004,0.0843577518499963
152,1,0.248240108953201,0.751759891046799
153,1,0.0909536027721025,0.909046397227897
154,0,0.838084542140112,0.161915457859888
155,0,0.645229730875978,0.354770269124022
156,0,0.563853530708957,0.436146469291043
157,0,0.669783222967496,0.330216777032504
158,1,0.179490130162095,0.820509869837905
159,0,0.880394873001198,0.119605126998802
160,0,0.948782359629208,0.0512176403707923
161,0,0.83310830885096,0.16689169114904
162,1,0.261158278124125,0.738841721875875
163,0,0.771251494223025,0.228748505776975
164,0,0.999999998598666,1.401334024735e-09
165,0,0.994898749369317,0.00510125063068252
166,0,0.914309370087071,0.0856906299129292
167,0,0.664150843181757,0.335849156818243
168,0,0.998936565288134,0.00106343471186636
169,0,0.99999375471927,6.24528072986244e-06
170,0,0.999990291341425,9.70865857474786e-06
171,0,0.999990539283952,9.46071604773587e-06
172,0,1,2.22044604925033e-16
173,0,1,2.22044604925033e-16
174,0,0.999995157949988,4.84205001240182e-06
175,0,0.999994031222483,5.96877751689985e-06
176,0,0.999864379129163,0.000135620870837355
177,0,0.978498283682016,0.0215017163179842
178,0,0.82214436880366,0.17785563119634
179,0,0.991156910445697,0.00884308955430293
180,0,0.984039890168656,0.0159601098313442
181,0,0.982284986545347,0.0177150134546528
182,0,0.999987908299034,1.20917009655806e-05
183,0,0.999999964663053,3.5336946927705e-08
184,0,0.996048054035718,0.00395194596428194
185,0,0.998400059101449,0.00159994089855087
186,0,0.914584308215693,0.0854156917843072
187,0,0.966832839503673,0.0331671604963265
188,1,0.36393364193545,0.63606635806455
189,0,0.999996541886815,3.45811318525322e-06
190,0,0.992742576793046,0.00725742320695385
191,0,0.983319492220592,0.0166805077794084
192,0,0.999999982618769,1.73812314869618e-08
193,0,0.999999997171975,2.82802517255954e-09
194,0,0.999993270406861,6.72959313887357e-06
195,0,0.999970829173099,2.91708269007576e-05
196,0,0.999999988881687,1.1118313513772e-08
197,0,0.999999908029969,9.19700309164358e-08
198,0,0.999999814797696,1.852023043001e-07
199,0,0.999999999302997,6.97002571748572e-10
200,0,0.999999996809844,3.19015565698668e-09
201,0,0.999999973076236,2.69237641945918e-08
202,0,0.911386332202913,0.0886136677970869
203,0,0.999999926358886,7.36411143615113e-08
204,0,0.999989425612366,1.05743876344496e-05
205,0,0.999999942226294,5.77737061633666e-08
206,0,0.999978905968775,2.10940312253502e-05
207,0,0.999985814715068,1.41852849318186e-05
208,0,0.998912226661784,0.00108777333821561
209,0,0.999999999624681,3.75319386006095e-10
210,0,0.999999999659714,3.40286428970468e-10
211,0,0.999986555179386,1.34448206135999e-05
212,0,0.999354863415605,0.000645136584395051
213,0,0.999757774095976,0.000242225904024329
214,0,0.999911201184974,8.87988150254934e-05
