,Predicted_Adjusted,AuditLowriskProbability,AuditHighriskProbability
273,0,1,0
274,0,0.98,0.02
275,0,0.98,0.02
277,1,0.18,0.82
278,1,0.1,0.9
279,0,0.94,0.06
280,1,0,1
281,0,0.92,0.08
282,1,0.22,0.78
283,1,0.06,0.94
284,0,0.98,0.02
285,0,1,0
286,0,1,0
287,0,1,0
288,0,0.96,0.04
289,0,1,0
290,0,1,0
291,0,0.96,0.04
292,0,1,0
293,1,0.04,0.96
294,0,0.98,0.02
295,0,1,0
296,0,1,0
297,0,1,0
298,0,0.96,0.04
299,1,0.06,0.94
300,0,1,0
301,0,1,0
302,0,1,0
303,1,0.08,0.92
304,0,1,0
305,0,1,0
306,1,0,1
307,0,0.98,0.02
308,0,1,0
309,0,1,0
310,0,0.96,0.04
311,0,1,0
312,0,1,0
313,1,0.02,0.98
314,0,1,0
315,0,1,0
316,0,1,0
317,0,1,0
318,0,1,0
319,0,1,0
320,0,0.96,0.04
321,0,1,0
322,1,0.02,0.98
323,0,1,0
324,0,1,0
325,0,1,0
326,1,0.16,0.84
327,0,1,0
328,0,1,0
329,0,1,0
330,0,1,0
331,0,1,0
332,1,0,1
333,0,1,0
334,0,1,0
335,0,0.98,0.02
336,0,1,0
337,0,0.98,0.02
338,0,0.98,0.02
339,0,0.84,0.16
340,0,0.98,0.02
341,1,0.02,0.98
342,0,1,0
343,1,0,1
344,0,1,0
345,0,1,0
346,0,1,0
347,0,1,0
348,0,1,0
349,0,1,0
350,0,1,0
351,0,1,0
352,0,1,0
353,0,1,0
354,0,1,0
355,0,1,0
356,0,1,0
357,0,1,0
358,0,1,0
359,0,1,0
360,0,1,0
361,0,1,0
362,0,1,0
363,0,1,0
364,0,1,0
365,0,1,0
366,0,1,0
367,0,0.9,0.1
368,0,1,0
369,0,0.76,0.24
370,0,0.68,0.32
371,0,1,0
373,1,0.1,0.9
374,0,1,0
375,0,0.92,0.08
376,0,0.96,0.04
377,0,1,0
378,0,1,0
379,0,1,0
380,0,1,0
381,0,1,0
382,0,1,0
383,0,1,0
384,0,0.94,0.06
385,0,0.88,0.12
386,1,0.44,0.56
387,0,1,0
388,0,1,0
389,0,0.96,0.04
390,0,1,0
391,0,1,0
392,0,0.78,0.22
393,0,1,0
395,0,0.98,0.02
396,1,0.02,0.98
397,0,0.98,0.02
398,0,0.96,0.04
399,0,1,0
400,0,1,0
401,0,1,0
402,0,0.66,0.34
403,0,1,0
404,0,1,0
405,0,1,0
406,0,1,0
407,0,1,0
408,0,1,0
409,0,0.86,0.14
410,0,0.98,0.02
411,0,0.98,0.02
412,1,0.1,0.9
413,0,0.88,0.12
414,0,1,0
415,0,1,0
416,0,0.98,0.02
417,0,1,0
418,0,1,0
419,1,0.04,0.96
420,0,0.88,0.12
421,0,0.98,0.02
422,1,0.12,0.88
423,1,0,1
424,1,0.24,0.76
425,0,0.84,0.16
426,0,1,0
427,0,0.98,0.02
428,1,0.08,0.92
429,0,1,0
430,0,1,0
431,0,1,0
432,0,1,0
433,0,1,0
434,0,0.94,0.06
435,1,0.14,0.86
436,0,1,0
437,0,1,0
438,0,1,0
439,0,0.98,0.02
440,0,1,0
441,0,1,0
442,0,1,0
443,0,1,0
444,1,0.34,0.66
445,1,0.1,0.9
446,0,1,0
447,1,0.18,0.82
448,1,0.04,0.96
449,0,1,0
450,0,1,0
451,0,1,0
452,0,1,0
453,0,1,0
454,0,1,0
455,0,0.92,0.08
456,0,0.98,0.02
457,0,0.9,0.1
458,1,0.08,0.92
459,1,0.04,0.96
460,0,1,0
461,1,0,1
462,0,1,0
463,0,0.84,0.16
464,0,0.96,0.04
465,0,1,0
466,0,0.94,0.06
467,0,1,0
468,0,1,0
469,0,1,0
470,1,0.08,0.92
471,0,1,0
472,0,0.9,0.1
473,0,1,0
474,0,1,0
475,0,1,0
476,1,0,1
477,1,0.06,0.94
478,1,0.02,0.98
479,0,1,0
480,0,1,0
481,0,0.96,0.04
482,0,1,0
483,0,1,0
484,0,1,0
485,1,0.04,0.96
486,1,0.12,0.88
487,0,1,0
488,0,1,0
489,0,1,0
490,0,1,0
491,0,0.92,0.08
492,0,1,0
493,0,1,0
494,1,0.12,0.88
495,0,0.98,0.02
496,0,0.82,0.18
497,1,0.04,0.96
498,0,1,0
499,0,1,0
500,0,0.98,0.02
501,0,1,0
502,0,0.98,0.02
503,0,0.98,0.02
504,0,0.98,0.02
505,0,1,0
506,0,0.92,0.08
507,0,1,0
509,0,1,0
510,1,0.08,0.92
511,1,0.32,0.68
512,0,1,0
513,0,1,0
514,1,0.22,0.78
515,0,1,0
516,0,1,0
517,0,1,0
518,0,1,0
519,0,1,0
520,1,0.02,0.98
521,1,0.04,0.96
522,0,1,0
523,0,1,0
524,0,0.98,0.02
525,0,1,0
526,0,1,0
527,0,0.88,0.12
528,0,0.94,0.06
529,0,1,0
530,0,0.98,0.02
531,0,1,0
532,0,1,0
533,1,0,1
534,0,1,0
535,0,1,0
536,0,1,0
537,0,0.86,0.14
538,0,0.9,0.1
539,0,0.98,0.02
540,0,1,0
541,0,1,0
542,0,0.98,0.02
543,1,0.02,0.98
544,0,1,0
545,1,0.06,0.94
546,0,1,0
547,0,1,0
548,1,0,1
549,0,0.98,0.02
550,0,0.62,0.38
551,0,0.96,0.04
552,0,1,0
553,0,0.98,0.02
554,0,1,0
555,0,1,0
556,0,1,0
557,1,0.22,0.78
558,0,0.96,0.04
559,0,0.98,0.02
560,0,0.84,0.16
561,0,1,0
562,0,0.98,0.02
563,1,0.22,0.78
564,1,0,1
565,0,0.68,0.32
566,0,0.98,0.02
567,1,0.12,0.88
568,0,0.98,0.02
569,0,1,0
570,0,0.98,0.02
571,0,1,0
572,0,0.92,0.08
573,0,1,0
574,0,1,0
575,0,1,0
576,1,0,1
577,0,1,0
579,0,1,0
580,0,1,0
581,0,1,0
582,0,1,0
583,0,1,0
584,0,0.84,0.16
585,0,0.98,0.02
586,0,1,0
587,0,0.96,0.04
588,0,1,0
589,0,1,0
590,0,1,0
591,0,1,0
592,1,0.02,0.98
594,0,1,0
595,0,1,0
596,0,1,0
597,1,0.14,0.86
598,1,0.14,0.86
599,0,0.96,0.04
600,1,0,1
601,0,1,0
602,0,1,0
603,0,1,0
604,1,0.24,0.76
605,0,1,0
606,0,1,0
607,0,1,0
608,0,1,0
609,0,1,0
610,0,1,0
611,0,1,0
612,1,0.06,0.94
613,0,1,0
614,0,1,0
615,0,0.98,0.02
617,0,1,0
618,0,1,0
619,1,0.18,0.82
620,0,1,0
621,0,1,0
622,0,1,0
623,0,1,0
624,0,1,0
625,1,0.16,0.84
626,0,1,0
627,0,1,0
628,0,1,0
629,0,1,0
630,0,0.94,0.06
631,0,0.94,0.06
632,0,1,0
633,0,0.98,0.02
634,0,1,0
635,0,1,0
636,0,0.96,0.04
637,0,1,0
638,0,1,0
639,0,1,0
640,0,1,0
641,0,0.98,0.02
642,1,0,1
643,0,1,0
644,0,1,0
645,0,1,0
646,0,1,0
647,0,1,0
648,0,1,0
649,0,0.8,0.2
650,1,0.02,0.98
651,0,1,0
652,0,1,0
653,1,0.16,0.84
654,1,0,1
655,0,1,0
656,0,1,0
657,1,0,1
658,1,0.02,0.98
659,0,1,0
660,0,0.9,0.1
661,0,1,0
662,0,1,0
663,0,1,0
664,0,1,0
665,0,1,0
666,0,1,0
667,1,0.04,0.96
668,0,0.88,0.12
669,1,0,1
670,0,1,0
671,0,1,0
672,0,1,0
673,1,0.24,0.76
674,0,1,0
675,0,1,0
676,0,1,0
677,0,1,0
678,1,0.08,0.92
679,0,1,0
680,0,1,0
681,0,1,0
682,1,0.16,0.84
683,0,1,0
684,0,1,0
685,0,0.98,0.02
686,0,0.98,0.02
687,0,1,0
688,0,1,0
689,0,0.78,0.22
690,0,0.66,0.34
691,0,0.86,0.14
692,0,1,0
693,0,1,0
694,0,1,0
695,0,1,0
696,1,0.34,0.66
697,0,1,0
698,0,1,0
699,0,1,0
700,0,1,0
701,1,0.14,0.86
702,0,0.98,0.02
703,0,1,0
704,0,0.88,0.12
705,0,0.98,0.02
706,0,0.94,0.06
707,0,0.94,0.06
708,0,1,0
709,1,0.06,0.94
710,1,0,1
711,0,1,0
712,0,1,0
713,0,1,0
714,1,0.26,0.74
715,1,0.02,0.98
716,1,0.04,0.96
717,0,1,0
718,0,1,0
719,0,1,0
720,0,1,0
721,0,0.94,0.06
722,0,0.98,0.02
723,0,1,0
724,0,1,0
725,0,1,0
726,0,0.6,0.4
727,0,0.92,0.08
728,0,1,0
729,1,0.08,0.92
730,0,1,0
731,0,1,0
732,0,1,0
733,0,0.98,0.02
734,0,1,0
735,0,1,0
736,0,0.72,0.28
737,0,1,0
738,1,0,1
739,0,0.86,0.14
740,1,0,1
741,0,1,0
742,0,1,0
743,1,0.1,0.9
744,1,0.12,0.88
745,0,1,0
746,0,1,0
747,0,1,0
748,0,1,0
749,0,1,0
751,0,1,0
752,0,1,0
753,0,1,0
755,0,0.9,0.1
756,0,0.94,0.06
757,1,0,1
758,0,0.82,0.18
759,0,1,0
760,0,1,0
761,0,0.96,0.04
763,0,1,0
764,0,1,0
765,0,1,0
766,0,1,0
767,0,0.78,0.22
768,1,0.04,0.96
769,1,0.02,0.98
770,0,1,0
771,1,0.26,0.74
772,0,1,0
773,0,0.92,0.08
774,0,1,0
775,0,1,0
776,0,0.98,0.02
777,1,0,1
778,0,1,0
779,0,1,0
780,0,0.98,0.02
781,0,1,0
782,0,1,0
783,0,1,0
784,0,1,0
785,1,0.12,0.88
786,0,1,0
787,0,1,0
788,1,0.06,0.94
789,0,1,0
790,0,1,0
791,0,0.98,0.02
792,1,0.04,0.96
793,1,0.02,0.98
794,0,1,0
795,0,1,0
796,0,1,0
797,0,1,0
798,0,1,0
800,0,0.94,0.06
801,0,1,0
802,0,1,0
803,1,0,1
804,0,1,0
805,0,0.96,0.04
806,0,1,0
807,0,1,0
808,0,1,0
809,0,0.72,0.28
810,0,1,0
811,0,0.98,0.02
812,0,1,0
813,1,0.1,0.9
815,1,0.12,0.88
816,0,1,0
817,0,1,0
818,0,0.98,0.02
819,0,1,0
820,0,1,0
821,0,0.82,0.18
822,0,1,0
823,0,1,0
824,0,0.94,0.06
825,0,1,0
826,0,0.92,0.08
827,1,0.08,0.92
828,0,1,0
829,0,1,0
830,0,1,0
831,0,0.98,0.02
832,0,1,0
834,1,0.16,0.84
835,0,0.92,0.08
836,0,0.98,0.02
837,0,1,0
838,0,0.98,0.02
839,0,0.52,0.48
840,0,1,0
841,0,1,0
842,1,0,1
843,0,1,0
844,0,0.98,0.02
845,0,1,0
846,0,1,0
847,1,0,1
848,0,1,0
849,0,0.64,0.36
850,1,0.04,0.96
851,0,1,0
852,0,0.98,0.02
853,1,0.14,0.86
854,0,1,0
855,0,0.98,0.02
856,0,0.98,0.02
857,1,0.06,0.94
858,1,0.38,0.62
859,0,1,0
860,1,0.02,0.98
861,0,0.9,0.1
862,1,0.22,0.78
863,1,0,1
864,1,0,1
865,0,1,0
866,0,1,0
867,1,0,1
868,0,1,0
869,0,0.86,0.14
870,1,0.06,0.94
871,0,1,0
872,0,1,0
873,0,1,0
874,0,1,0
875,0,1,0
876,0,1,0
877,0,1,0
878,0,1,0
879,0,1,0
880,0,0.98,0.02
881,0,1,0
882,0,1,0
883,0,1,0
884,0,1,0
885,0,0.7,0.3
886,0,1,0
887,1,0.46,0.54
888,0,1,0
889,0,1,0
890,0,1,0
891,1,0,1
892,1,0.04,0.96
893,0,1,0
894,1,0.12,0.88
895,0,1,0
897,1,0,1
898,0,0.88,0.12
899,0,1,0
900,0,0.98,0.02
901,0,1,0
902,0,1,0
903,1,0,1
904,0,1,0
905,0,0.92,0.08
906,0,1,0
907,1,0,1
908,0,0.86,0.14
909,0,0.98,0.02
910,0,1,0
911,0,1,0
912,0,1,0
913,0,1,0
914,0,0.98,0.02
915,0,1,0
916,1,0.26,0.74
917,0,1,0
918,1,0.1,0.9
919,0,1,0
920,0,0.98,0.02
921,0,0.98,0.02
922,0,1,0
923,0,0.98,0.02
924,0,0.98,0.02
925,0,1,0
926,1,0,1
927,1,0.02,0.98
928,0,0.96,0.04
929,0,1,0
930,0,0.78,0.22
931,0,0.84,0.16
932,0,1,0
933,0,1,0
934,0,0.84,0.16
935,0,0.86,0.14
936,0,1,0
937,0,1,0
938,0,0.98,0.02
939,0,1,0
940,0,1,0
941,0,0.96,0.04
942,1,0.2,0.8
943,0,1,0
945,0,1,0
946,0,0.88,0.12
947,0,1,0
948,0,0.96,0.04
949,0,0.98,0.02
950,0,1,0
951,1,0.08,0.92
952,0,1,0
953,0,1,0
954,1,0.28,0.72
955,0,1,0
956,1,0.04,0.96
957,0,1,0
958,0,1,0
959,1,0,1
960,0,1,0
961,0,1,0
962,0,1,0
963,1,0.04,0.96
964,0,1,0
965,1,0.06,0.94
966,0,0.92,0.08
967,0,0.98,0.02
968,1,0,1
969,0,1,0
970,0,1,0
971,0,1,0
972,0,0.98,0.02
973,0,1,0
974,0,1,0
975,0,1,0
976,0,0.88,0.12
977,0,1,0
978,0,1,0
979,1,0.02,0.98
980,0,1,0
981,0,1,0
982,0,0.92,0.08
983,0,0.96,0.04
984,0,0.7,0.3
985,0,1,0
986,0,1,0
987,0,1,0
988,0,0.6,0.4
989,0,1,0
990,1,0.02,0.98
992,0,1,0
993,0,0.78,0.22
994,1,0.02,0.98
995,0,0.98,0.02
996,0,1,0
997,0,1,0
998,0,1,0
999,1,0,1
1000,1,0.22,0.78
1001,0,1,0
1002,0,0.98,0.02
1003,0,1,0
1004,0,1,0
1005,0,1,0
1006,0,0.78,0.22
1007,0,0.94,0.06
1008,0,0.9,0.1
1009,0,1,0
1010,0,1,0
1011,1,0.16,0.84
1012,0,0.98,0.02
1013,1,0.18,0.82
1014,0,0.88,0.12
1015,0,1,0
1016,1,0.02,0.98
1017,0,1,0
1018,0,0.98,0.02
1019,1,0,1
1020,0,1,0
1021,0,1,0
1022,1,0.12,0.88
1023,0,1,0
1024,0,1,0
1025,1,0.16,0.84
1026,0,1,0
1027,0,1,0
1028,0,1,0
1029,0,0.96,0.04
1030,0,0.98,0.02
1031,0,0.98,0.02
1032,0,1,0
1033,0,1,0
1034,0,1,0
1035,0,0.84,0.16
1036,0,0.6,0.4
1037,1,0.14,0.86
1038,0,1,0
1039,0,1,0
1040,1,0.04,0.96
1041,0,1,0
1042,0,0.98,0.02
1043,0,0.92,0.08
1044,0,1,0
1045,1,0.1,0.9
1046,0,1,0
1047,0,1,0
1048,0,1,0
1049,0,1,0
1050,0,1,0
1051,0,1,0
1052,0,1,0
1053,0,1,0
1054,0,1,0
1055,0,1,0
1056,0,1,0
1057,0,0.9,0.1
1058,0,1,0
1059,1,0.16,0.84
1060,0,0.94,0.06
1061,0,1,0
1062,1,0.02,0.98
1063,0,1,0
1064,1,0.2,0.8
1065,0,1,0
1066,0,0.98,0.02
1067,0,1,0
1068,0,1,0
1069,0,0.98,0.02
1070,0,1,0
1071,0,1,0
1072,0,0.98,0.02
1073,0,1,0
1074,0,1,0
1075,0,1,0
1076,0,1,0
1077,0,0.74,0.26
1078,1,0.04,0.96
1079,0,1,0
1080,1,0.1,0.9
1081,0,1,0
1082,0,1,0
1083,0,1,0
1084,0,0.96,0.04
1085,0,1,0
1086,1,0,1
1087,0,1,0
1088,0,0.98,0.02
1089,0,1,0
1090,0,1,0
1091,1,0.04,0.96
1092,0,1,0
1093,0,1,0
1094,0,1,0
1095,0,0.96,0.04
1096,0,1,0
1097,0,1,0
1098,0,1,0
1099,1,0.12,0.88
1100,0,1,0
1101,0,0.9,0.1
1102,1,0.1,0.9
1103,0,1,0
1104,0,1,0
1105,0,0.72,0.28
1106,0,1,0
1107,0,0.94,0.06
1108,0,1,0
1109,0,0.98,0.02
1110,0,0.82,0.18
1111,0,0.92,0.08
1112,0,1,0
1113,0,1,0
1114,1,0.02,0.98
1115,0,1,0
1116,0,1,0
1117,0,1,0
1118,0,1,0
1120,0,1,0
1122,0,1,0
1123,0,1,0
1124,0,0.78,0.22
1125,1,0.14,0.86
1126,1,0.1,0.9
1127,0,0.78,0.22
1128,0,1,0
1129,0,1,0
1130,0,1,0
1131,0,1,0
1132,0,1,0
1133,0,0.98,0.02
1134,1,0.04,0.96
1135,0,1,0
1136,1,0.1,0.9
1137,0,1,0
1138,1,0.22,0.78
1139,0,1,0
1140,0,1,0
1142,0,1,0
1143,0,0.76,0.24
1144,0,0.98,0.02
1145,0,1,0
1146,0,1,0
1147,0,1,0
1148,0,1,0
1149,0,1,0
1150,0,1,0
1151,0,1,0
1152,0,0.96,0.04
1153,0,1,0
1154,0,0.78,0.22
1155,0,1,0
1156,0,1,0
1157,0,1,0
1158,0,1,0
1159,0,0.9,0.1
1160,0,0.9,0.1
1161,0,1,0
1162,1,0.06,0.94
1163,1,0.02,0.98
1164,0,1,0
1165,0,1,0
1166,0,0.98,0.02
1167,0,0.98,0.02
1168,0,1,0
1169,0,0.94,0.06
1170,0,1,0
1171,1,0.06,0.94
1172,0,1,0
1173,0,0.98,0.02
1174,0,1,0
1175,0,1,0
1176,0,1,0
1177,0,1,0
1178,1,0,1
1179,1,0,1
1180,1,0.36,0.64
1181,0,1,0
1182,0,0.96,0.04
1183,0,1,0
1184,0,1,0
1185,1,0.02,0.98
1186,0,1,0
1187,0,0.94,0.06
1188,0,1,0
1189,0,1,0
1190,0,1,0
1191,0,0.96,0.04
1192,0,1,0
1193,1,0.02,0.98
1194,0,1,0
1195,0,1,0
1196,0,1,0
1197,0,1,0
1198,1,0.2,0.8
1199,0,1,0
1200,0,1,0
1201,0,1,0
1202,0,0.98,0.02
1203,0,1,0
1204,0,1,0
1205,0,1,0
1206,0,1,0
1207,0,1,0
1208,0,1,0
1209,0,1,0
1210,0,1,0
1211,0,0.82,0.18
1212,0,1,0
1213,0,0.98,0.02
1214,0,1,0
1215,0,1,0
1216,1,0,1
1217,0,0.72,0.28
1218,1,0.14,0.86
1220,0,0.98,0.02
1221,1,0,1
1222,0,1,0
1223,0,1,0
1225,0,0.88,0.12
1226,1,0.02,0.98
1227,0,1,0
1228,0,1,0
1229,0,0.78,0.22
1230,0,1,0
1231,0,1,0
1232,0,0.88,0.12
1233,0,1,0
1234,0,1,0
1235,0,1,0
1236,0,1,0
1237,1,0.02,0.98
1238,1,0.02,0.98
1239,0,1,0
1240,0,1,0
1241,0,1,0
1242,0,1,0
1243,1,0,1
1244,0,0.98,0.02
1245,0,1,0
1246,0,1,0
1247,0,0.98,0.02
1248,1,0.18,0.82
1249,0,0.86,0.14
1250,0,1,0
1251,1,0.12,0.88
1252,0,0.98,0.02
1253,0,1,0
1254,1,0.02,0.98
1255,0,1,0
1256,0,1,0
1257,0,1,0
1258,0,1,0
1259,0,1,0
1260,0,0.76,0.24
1261,0,0.98,0.02
1262,0,1,0
1263,0,0.98,0.02
1264,0,1,0
1265,0,1,0
1266,1,0.02,0.98
1267,1,0.18,0.82
1268,0,1,0
1269,1,0.34,0.66
1270,0,1,0
1271,0,1,0
1272,0,1,0
1273,0,0.98,0.02
1274,0,1,0
1275,1,0.24,0.76
1276,0,1,0
1277,0,1,0
1278,0,1,0
1279,0,1,0
1280,0,1,0
1281,0,1,0
1282,0,0.96,0.04
1283,0,1,0
1284,0,1,0
1285,0,1,0
1286,0,0.94,0.06
1287,0,0.9,0.1
1288,0,0.94,0.06
1289,0,0.98,0.02
1290,1,0.2,0.8
1291,0,1,0
1292,0,1,0
1293,1,0,1
1294,0,1,0
1295,0,1,0
1296,0,1,0
1297,0,1,0
1298,0,1,0
1299,0,1,0
1300,0,1,0
1301,0,1,0
1302,0,1,0
1303,0,1,0
1304,0,1,0
1305,0,1,0
1306,0,1,0
1307,0,1,0
1308,1,0,1
1309,1,0.04,0.96
1310,0,1,0
1311,0,1,0
1312,0,1,0
1313,0,1,0
1314,0,0.96,0.04
1315,0,1,0
1316,0,1,0
1317,0,1,0
1318,0,1,0
1319,1,0.06,0.94
1320,0,1,0
1321,0,1,0
1322,0,1,0
1323,0,1,0
1325,0,1,0
1326,0,1,0
1327,0,1,0
1329,0,1,0
1330,0,1,0
1331,0,1,0
1332,0,1,0
1333,0,1,0
1334,0,1,0
1335,0,1,0
1336,0,1,0
1337,1,0.02,0.98
1338,0,1,0
1339,0,1,0
1340,0,1,0
1341,0,0.98,0.02
1342,0,1,0
1343,1,0.04,0.96
1344,0,1,0
1345,0,0.94,0.06
1346,0,0.98,0.02
1347,0,1,0
1348,1,0,1
1349,0,1,0
1350,1,0.1,0.9
1351,0,1,0
1353,0,1,0
1354,0,1,0
1355,0,1,0
1356,0,1,0
1357,0,0.96,0.04
1358,0,1,0
1359,0,1,0
1360,0,1,0
1361,0,0.8,0.2
1362,0,1,0
1363,0,1,0
1364,0,1,0
1365,0,0.98,0.02
1366,0,0.98,0.02
1367,0,1,0
1368,1,0,1
1369,0,1,0
1370,1,0.1,0.9
1371,0,1,0
1372,0,1,0
1373,0,0.96,0.04
1374,0,1,0
1375,1,0,1
1376,0,1,0
1377,0,0.98,0.02
1378,0,0.94,0.06
1379,0,0.84,0.16
1380,0,1,0
1381,0,1,0
1382,0,1,0
1383,0,0.92,0.08
1385,0,1,0
1386,0,1,0
1387,0,1,0
1388,0,1,0
1389,0,1,0
1390,0,1,0
1391,0,1,0
1392,0,1,0
1393,0,1,0
1394,0,0.98,0.02
1395,0,0.94,0.06
1396,0,1,0
1397,0,1,0
1398,0,1,0
1399,1,0.02,0.98
1400,0,1,0
1401,0,1,0
1402,1,0.04,0.96
1403,0,1,0
1404,1,0,1
1405,0,1,0
1406,0,1,0
1407,0,0.98,0.02
1408,0,1,0
1409,0,0.96,0.04
1410,0,1,0
1411,0,1,0
1412,0,0.96,0.04
1413,0,1,0
1414,0,0.94,0.06
1415,1,0,1
1416,0,0.98,0.02
1417,0,1,0
1418,0,1,0
1419,0,1,0
1420,0,1,0
1421,0,1,0
1422,0,1,0
1423,0,0.98,0.02
1424,1,0.18,0.82
1425,0,1,0
1426,1,0.12,0.88
1427,0,0.96,0.04
1428,0,0.98,0.02
1429,0,1,0
1430,0,0.98,0.02
1431,0,1,0
1432,0,1,0
1433,0,1,0
1434,1,0.24,0.76
1435,0,1,0
1436,0,0.96,0.04
1437,0,1,0
1438,0,0.96,0.04
1439,0,1,0
1440,0,1,0
1441,0,0.98,0.02
1442,0,1,0
1443,0,1,0
1444,0,0.98,0.02
1445,0,1,0
1446,0,1,0
1447,0,1,0
1448,0,0.68,0.32
