,Predicted_Adjusted
191,0.00011350777120156
192,0.00492996784755751
193,1.08109460450248e-13
194,2.94026625793023e-12
195,9.66417000414514e-11
196,0.0117092971617066
197,6.23219237723041e-05
198,0.146206770109269
199,2.22044604925031e-16
200,2.49261506489466e-06
201,0.00412250226393029
202,0.00167519484304997
203,3.01475652872068e-09
204,2.22044604925031e-16
205,0.0114712781238485
206,9.44820356557307e-06
207,0.977509907763516
208,0.00429812161187546
209,1.60785959226082e-13
210,0.991452676259819
211,1.8564495184816e-13
212,4.03615447239674e-07
213,0.000486591209474759
214,2.93895062011522e-05
215,0.808533172930658
216,1.29561699825807e-07
217,1.59336420558625e-12
218,2.22044604925031e-16
219,2.22044604925031e-16
220,0.483603443415393
221,0.00288016884569319
222,7.06230332813741e-10
223,2.49285213824062e-10
224,4.31576374418189e-06
225,7.77199342696472e-10
226,2.22044604925031e-16
227,0.00395769257752957
228,0.000508796757900295
229,0.000756906196070211
230,0.00486298305119057
231,0.0460079410220531
232,0.00683191607879366
233,1.22951550096835e-05
234,0.000449318261151819
235,5.04735338791649e-06
236,0.000533934237989836
237,0.664837389804203
238,0.975311143221076
239,1.48351247914855e-13
240,2.22044604925031e-16
241,0.998760481630965
242,0.0146416540377354
243,7.37783865266854e-11
244,0.254481318513735
245,0.397912315603194
246,0.89266749280623
247,0.00385961688499923
248,5.22922592702836e-05
249,0.999916730643352
250,0.00442261247964255
251,0.141094926634638
252,2.22044604925031e-16
253,0.0592854378673776
254,9.19683951691604e-07
255,1.16338578207281e-07
256,0.136117108103653
257,6.20020381691046e-05
258,0.00130582510276603
259,0.0108538765255944
260,0.0195257728612718
261,0.710788153625536
262,6.06020180462276e-05
263,1.16117436506265e-10
264,9.23900055382365e-05
265,1.07887919458051e-05
266,6.35714332025699e-10
267,2.6156702063898e-08
268,0.124351777079518
269,2.22044604925031e-16
270,2.22044604925031e-16
271,0.688021277475069
272,1.37222223984173e-09
273,6.41879395478789e-07
274,0.0207597764843274
275,5.78549656097228e-11
277,0.887629445859664
278,0.963109384486364
279,0.012552879764304
280,0.973281488789839
281,2.44586232607702e-10
282,0.815051365281742
283,0.934726376782933
284,0.0460374404299446
285,2.21896799850702e-08
286,2.22044604925031e-16
287,2.22044604925031e-16
288,0.00158038973004711
289,2.22044604925031e-16
290,4.36056357108888e-07
291,0.000128225510916109
292,5.65859484589588e-07
293,0.995978616393181
294,3.68946067357628e-05
295,3.18082062332564e-11
296,5.20118355041222e-06
297,1.9249309152563e-06
298,0.000802494915055847
299,0.994029964944566
300,1.59607790611806e-11
301,1.05739093747472e-06
302,0.00761589864338999
303,0.668181505620651
304,2.54384945617648e-05
305,5.26200045713142e-13
306,0.944881425616296
307,2.22044604925031e-16
308,2.3055545802444e-13
309,4.85699597795206e-05
310,0.00743681884571579
311,3.74231823530187e-07
312,9.60797090502757e-05
313,0.976025256687399
314,7.43662590144393e-11
315,2.22044604925031e-16
316,2.22044604925031e-16
317,8.78625774894217e-13
318,0.0145132174513228
319,1.52062600402274e-07
320,0.0969262079501708
321,3.71754450120727e-13
322,0.984388925783566
323,0.000429657549051674
324,0.00543415886910148
325,3.86859735853635e-07
326,0.941868961378978
327,8.95995222649571e-05
328,4.73689279632627e-07
329,0.0108852915953008
330,0.0148976605409036
331,0.00576154089754961
332,0.84971002821678
333,1.55818187965538e-10
334,6.36491127533233e-06
335,0.000248900964912678
336,0.0355895712436937
337,0.00209344017994692
338,2.22044604925031e-16
339,2.58708962176367e-11
340,0.0347481119057887
341,0.960174109794338
342,2.73277545370397e-06
343,0.956058311565627
344,1.04404563865349e-06
345,0.000122141865624094
346,9.05920376684465e-05
347,0.00158852371272791
348,2.22044604925031e-16
349,4.30056862123883e-07
350,0.00428726134370957
351,9.8085606006218e-10
352,0.0706648716876215
353,5.60440011081914e-08
354,2.03927881462934e-13
355,1.77059711403534e-05
356,0.0028869437409375
357,3.61161975385541e-10
358,3.92464250024315e-06
359,2.22044604925031e-16
360,2.06625270565881e-12
361,0.000201274701285935
362,0.00935907950271531
363,3.59770294522776e-06
364,3.79314939134096e-06
365,0.00026884777995769
366,2.22044604925031e-16
367,0.20920023549266
368,0.0842237419907773
369,0.823182475634399
370,1.00136520843982e-08
371,2.22044604925031e-16
373,0.907137229332142
374,1.85020580521711e-09
375,0.0799429202575897
376,0.000356165162483962
377,1.89677734783103e-05
378,0.00190312441355105
379,2.22044604925031e-16
380,2.22044604925031e-16
381,0.0165994697647331
382,6.86168059906964e-05
383,1.20519162999228e-06
384,1.33427060148485e-09
385,1.267313824239e-09
386,0.703852341816274
387,6.67529203085431e-08
388,5.23229909851111e-09
389,2.69449231089464e-10
390,0.000160240204385215
391,2.18559530925228e-13
392,0.0787923329424646
393,2.22044604925031e-16
395,2.22044604925031e-16
396,0.939251413876588
397,0.0583230230528873
398,0.00168933224672917
399,2.22044604925031e-16
400,2.22044604925031e-16
401,5.38172440483517e-06
402,0.555619103218906
403,2.45389904326995e-10
404,5.67236268332037e-06
405,0.000184193135686526
406,7.532963437069e-05
407,1.3052446219419e-13
408,0.030552184208793
409,0.019826846176986
410,1.22275444752999e-10
411,0.00671415856742749
412,0.903771800149123
413,5.00246926752953e-09
414,0.0051377774886458
415,1.03471769645839e-05
416,0.119737531547245
417,2.22044604925031e-16
418,7.11813337775477e-05
419,0.92476275613544
420,7.85674083106667e-05
421,1.79292811193821e-05
422,0.950551705313968
423,0.968433660963084
424,0.719261684069971
425,0.00215862514178653
426,2.09924199245682e-05
427,1.09708145065633e-10
428,0.999917098337726
429,4.15119095146579e-10
430,0.000881228698643863
431,0.000515037286362935
432,0.00420761992692657
433,0.00852548801997708
434,0.0049285862483
435,0.786674842165166
436,6.80762777651751e-07
437,2.22044604925031e-16
438,2.22044604925031e-16
439,0.058104981342695
440,0.00459775266490318
441,0.000175741257013168
442,2.22044604925031e-16
443,0.00529564130050522
444,0.840016750507642
445,0.867693035743795
446,2.22044604925031e-16
447,0.705457339201074
448,0.908943812515762
449,1.11261355359789e-12
450,1.29927998802424e-13
451,2.42837260348518e-05
452,5.34465285320732e-05
453,0.00591281784451419
454,0.000256048258420742
455,1.00971680320414e-08
456,8.87171835017051e-05
457,0.170728203672693
458,0.947052563752026
459,0.952026279533204
460,2.22044604925031e-16
461,0.868735239886778
462,0.00189808705966637
463,0.650820785063128
464,1.57389073242937e-10
465,2.23830343313605e-05
466,0.000553545318887176
467,4.80253591919749e-06
468,4.33733941099709e-05
469,1.55865261366663e-05
470,0.921917628192025
471,3.5350689196931e-05
472,0.134708671023441
473,0.000248739692447092
474,2.9740098790367e-07
475,9.04903967903504e-10
476,0.996667713166643
477,0.180378921644922
478,0.942633591894969
479,0.00868256178194346
480,2.22044604925031e-16
481,0.00989086956955638
482,2.22044604925031e-16
483,0.134491315613278
484,0.00229776396134984
485,0.978946496833476
486,0.658016940753019
487,7.95232518826668e-06
488,0.0470514914617719
489,0.00162815146648621
490,2.6457239085566e-05
491,0.410820863573056
492,0.000299353087906936
493,2.11111585721896e-06
494,0.682112684423924
495,0.0446203347697061
496,0.0827438834747752
497,0.983275958577975
498,3.093441067174e-13
499,2.22044604925031e-16
500,0.00469092193077454
501,1.04819849925201e-10
502,0.163152200602365
503,6.91017051700979e-05
504,0.000359788921789129
505,5.61009627677774e-06
506,0.167918056601209
507,1.6561420281378e-05
509,3.71726693310803e-06
510,0.910988949228513
511,0.154886093412419
512,1.78978419835174e-05
513,2.12939038852328e-05
514,0.235954993605788
515,2.22044604925031e-16
516,2.22044604925031e-16
517,0.000408540346502015
518,2.22044604925031e-16
519,0.0219555050834706
520,0.982335121939852
521,0.97292347695347
522,0.00635906628706627
523,0.00160777860450976
524,5.43102140822428e-10
525,2.85152416901925e-07
526,0.00125881630921419
527,9.7124320350996e-10
528,0.0098896644984684
529,6.81432155249603e-10
530,4.84187219270776e-09
531,7.31464074758437e-05
532,2.51408972212716e-05
533,0.996609326510502
534,2.22044604925031e-16
535,4.49494892267051e-05
536,2.2654056559567e-09
537,3.45263283710267e-13
538,0.00797795206365118
539,1.20468683463458e-12
540,1.72967141468273e-05
541,2.44781849467035e-10
542,1.35146921554991e-08
543,0.904534011979437
544,2.85681721526146e-10
545,0.902823701565042
546,8.36555433532439e-13
547,1.00162256929678e-13
548,0.982986037646368
549,2.52179752118988e-05
550,0.228987935991855
551,0.304754606422151
552,0.0148665593374365
553,1.66616259598327e-10
554,2.22044604925031e-16
555,6.29985124284287e-10
556,2.63025888296818e-10
557,0.692744217487846
558,0.0477328102406926
559,4.59363384032024e-12
560,0.987826756135143
561,7.71783644861502e-13
562,0.000586829860608433
563,0.846097112267751
564,0.969082500060451
565,0.211813412188388
566,0.0039807422233702
567,0.984195156111009
568,2.22044604925031e-16
569,7.99449867374079e-05
570,0.00712161018496534
571,0.000933945134113891
572,0.00288405490709482
573,2.22044604925031e-16
574,0.000377926898760213
575,2.22044604925031e-16
576,0.964639908892298
577,2.22044604925031e-16
579,2.22044604925031e-16
580,0.0487058924676239
581,2.02855669169285e-06
582,2.22044604925031e-16
583,4.8445780801085e-13
584,0.132442389864879
585,1.72475174563383e-10
586,3.50928911165719e-13
587,0.0028240611673784
588,0.000294956795765983
589,0.000586364438966735
590,2.22044604925031e-16
591,6.22865083191623e-06
592,0.963360470238064
594,0.013218034856498
595,2.22044604925031e-16
596,1.72552162987436e-12
597,0.767144006891539
598,0.402132808241577
599,0.0130765291490519
600,0.993358854277173
601,2.22044604925031e-16
602,2.22044604925031e-16
603,3.9432859803042e-05
604,0.641925661424589
605,6.41424740684496e-13
606,2.22044604925031e-16
607,0.000925488528442179
608,2.22044604925031e-16
609,0.00541981428350643
610,1.26073123904998e-10
611,2.22044604925031e-16
612,0.961255283993378
613,2.54399037427696e-10
614,0.00221872138637524
615,0.000468231121511684
617,1.88842106968669e-06
618,3.72419376777358e-13
619,0.30576950963921
620,2.22044604925031e-16
621,0.00421507789182873
622,2.22044604925031e-16
623,0.000238033858235459
624,0.000295068577908573
625,0.948329385490655
626,1.71060307115207e-06
627,1.16400803511166e-06
628,3.64895300370716e-06
629,3.0752869594013e-05
630,0.00903426798825007
631,0.00834410698741509
632,1.45152954587787e-12
633,0.000483895707027428
634,0.0271764005366797
635,0.000513470741093312
636,0.0405964501872289
637,0.000505195536589617
638,0.00404715507953859
639,1.00421104158559e-13
640,1.16183667395001e-10
641,0.00628895486107369
642,0.999980675801761
643,4.04321922887175e-07
644,2.22044604925031e-16
645,0.00101513002054765
646,1.08673529970969e-12
647,2.22044604925031e-16
648,6.67817744620693e-06
649,0.142506060978646
650,0.999969859626142
651,5.82351760613614e-06
652,2.22044604925031e-16
653,0.000685261398756054
654,0.999995845016848
655,6.17353533125761e-06
656,5.42006534185262e-06
657,0.959077241874165
658,0.99791481528141
659,3.30320756005389e-10
660,0.000329346238647403
661,4.35460500564673e-10
662,0.000148894454533271
663,1.07782906914931e-05
664,1.57058129122606e-11
665,0.000423835624469736
666,1.88102671611961e-05
667,0.925208344027373
668,1.00117079431839e-11
669,0.985569396269937
670,7.81600894929608e-13
671,2.66623815765851e-05
672,0.00592158549957953
673,0.646550711299906
674,2.22044604925031e-16
675,2.22044604925031e-16
676,7.99985327202503e-13
677,0.0126021769285082
678,0.971272010737434
679,5.59553372676918e-07
680,4.88218628152731e-07
681,2.14886487469673e-06
682,0.539798650546824
683,1.30673091734248e-07
684,3.18519624817676e-10
685,7.38507666271875e-10
686,0.0242103624667656
687,2.22044604925031e-16
688,2.22044604925031e-16
689,0.169629356656951
690,4.76369706386281e-10
691,0.192119230893405
692,7.0116550705024e-11
693,2.22044604925031e-16
694,2.22044604925031e-16
695,2.22044604925031e-16
696,0.262188687653941
697,0.00121667405418935
698,0.00841658639504347
699,0.000113319950510358
700,0.0331608914390117
701,0.99841760080264
702,0.163465330880895
703,0.0121608064375076
704,0.330876713053247
705,0.00420797600840345
706,5.93296230139686e-05
707,0.00123340432818632
708,0.0124230498717589
709,0.929679208307611
710,0.943358598656723
711,0.000913136999230097
712,0.00896015895555986
713,2.83142165154726e-06
714,0.775450419910057
715,0.995439185506204
716,0.974577706206059
717,7.13112625947001e-06
718,2.22044604925031e-16
719,1.53808719898455e-13
720,1.57350934575348e-05
721,0.0313182224696853
722,0.00121538452834123
723,1.46113185242585e-09
724,1.21255537468532e-13
725,1.1321941550834e-05
726,0.721783439673583
727,0.61971392869667
728,2.22044604925031e-16
729,0.925707645256118
730,8.5173527798809e-12
731,0.00647989201622831
732,0.0642045755526716
733,3.00949356305407e-06
734,6.84433338793761e-10
735,1.34544314929344e-12
736,0.403502005984378
737,1.14079104205192e-09
738,0.986706623630689
739,0.4033272470424
740,0.98627771168339
741,6.81123414805079e-07
742,2.22044604925031e-16
743,0.840625249385419
744,0.990266998198426
745,1.39512920169842e-07
746,3.13647412727765e-05
747,4.45902587530044e-13
748,2.22044604925031e-16
749,1.56509972941983e-11
751,7.55071999320388e-13
752,2.22044604925031e-16
753,2.22044604925031e-16
755,0.189661016323417
756,0.0167525867601523
757,0.969393273684238
758,0.521062063873991
759,2.22044604925031e-16
760,0.0225769213384282
761,0.0761916655944834
763,1.6587676058853e-05
764,2.22044604925031e-16
765,6.32166498135142e-05
766,2.22044604925031e-16
767,0.411057563334689
768,0.992459657640519
769,0.987625574058864
770,2.10994754072379e-05
771,0.276846619529775
772,0.0330292529509743
773,2.6794929235197e-08
774,0.00258090530475261
775,0.000130048469355334
776,0.815071850293482
777,0.978682537804325
778,2.44270147144012e-05
779,1.70142517513518e-05
780,2.4448405366156e-10
781,1.40140841551554e-13
782,3.62425495196683e-06
783,3.19107169295558e-06
784,5.95397679838272e-07
785,0.420521716488696
786,2.22044604925031e-16
787,0.0167127355150646
788,0.59763152691344
789,2.22044604925031e-16
790,2.99334683546866e-06
791,4.07134205387068e-05
792,0.99701489206044
793,0.941409460455312
794,2.69252017179565e-05
795,6.95820688867519e-06
796,9.24747222007951e-07
797,0.000562099267975803
798,0.00135735501461366
800,0.0014854354510882
801,0.250627568241006
802,1.18364489914877e-13
803,0.967324116412047
804,3.04625804769533e-07
805,0.00107005761910916
806,0.0088436131599181
807,0.000955457679266633
808,9.77762302880864e-06
809,0.187983094855364
810,0.00139250765888467
811,5.3580212730751e-05
812,0.00810973410522517
813,0.455439657096435
815,0.874344936151662
816,3.12497656012362e-07
817,2.57354175563406e-09
818,3.93320214848294e-10
819,0.000437492546227491
820,2.22044604925031e-16
821,0.000415821300366743
822,2.22044604925031e-16
823,1.81619217032953e-10
824,1.40089874338071e-10
825,7.58525745807081e-07
826,0.00601225676334765
827,0.288976170265435
828,9.6786205878198e-14
829,0.100028372057674
830,2.22044604925031e-16
831,0.000100807959933356
832,2.22044604925031e-16
834,0.426895701619479
835,2.05033963002392e-08
836,0.013095328998641
837,2.22044604925031e-16
838,1.9684671116622e-05
839,0.784585600620752
840,1.05696037213805e-06
841,2.22044604925031e-16
842,0.999940761621664
843,1.74014378116295e-05
844,9.79112939882287e-11
845,2.22044604925031e-16
846,4.12242036814146e-07
847,0.959721383339628
848,0.00991072126013131
849,0.994675517343063
850,0.992990618593272
851,0.0137833743358761
852,1.59785195872354e-05
853,0.361130462197474
854,4.00076763646431e-06
855,6.57957064229484e-11
856,1.51274869769901e-09
857,0.71876758602237
858,0.505799865112611
859,1.68294218305259e-05
860,0.954147712218465
861,0.0213998117262362
862,0.649837539772444
863,0.992668154160423
864,0.948802668949411
865,8.86609666135986e-06
866,0.00303522547187063
867,0.955008230471614
868,1.08490988515032e-07
869,0.0356797687563475
870,0.971096447584705
871,2.08608066525309e-05
872,8.015143931027e-08
873,2.22044604925031e-16
874,1.14709986684431e-09
875,5.70910227930453e-05
876,0.128500575438045
877,0.00244588483074233
878,6.81489751527295e-05
879,7.65814496205533e-10
880,0.000535433656907884
881,2.19765043399199e-05
882,2.21528055023789e-11
883,3.7964924078779e-05
884,0.00223684545796394
885,0.404613673577198
886,1.87830980583821e-06
887,5.27067781032336e-09
888,1.65187359525023e-09
889,1.88185479318949e-10
890,0.000404564701881255
891,0.998666390102144
892,0.932329739050009
893,2.22044604925031e-16
894,0.817741123971511
895,1.36410634713966e-05
897,0.972247373029931
898,2.94579317880216e-08
899,2.22044604925031e-16
900,0.000785402567412752
901,1.8199540001806e-05
902,1.36118207559686e-06
903,0.941025127211564
904,2.22044604925031e-16
905,0.130696290571141
906,0.00575785190902836
907,0.998984049213993
908,0.0462978249994259
909,0.0209043369938909
910,2.96622889688475e-06
911,2.22044604925031e-16
912,5.37359209242761e-06
913,2.22044604925031e-16
914,0.00450956278453685
915,3.29167911420571e-05
916,0.627524030552426
917,0.0306102316394657
918,0.994950629316255
919,2.22044604925031e-16
920,6.80355996375762e-06
921,0.00806920420486983
922,2.22044604925031e-16
923,1.56928199757832e-10
924,0.000298776511092125
925,2.22044604925031e-16
926,0.987432364045853
927,0.841300204379388
928,6.65732995232547e-10
929,1.07463389943427e-13
930,0.763412910833327
931,0.161424695985038
932,4.30502268210205e-10
933,4.35793314316439e-07
934,0.0374237291117575
935,0.0154887922918443
936,1.97782228915264e-10
937,2.22044604925031e-16
938,0.379341378754657
939,2.54083645997624e-05
940,9.9932550565858e-14
941,0.268260809937859
942,0.917712455860761
943,2.22044604925031e-16
945,3.45446709853921e-11
946,0.406880236484297
947,2.22044604925031e-16
948,2.22044604925031e-16
949,0.355792959108672
950,2.52667137594398e-06
951,0.999950821136574
952,2.22044604925031e-16
953,2.59306803024799e-05
954,0.729618930058496
955,0.0375369483308537
956,0.957797400959334
957,1.28501254516236e-05
958,1.63217351185266e-11
959,0.993307966307208
960,2.22044604925031e-16
961,7.33536065792913e-12
962,7.64797799983169e-05
963,0.442419622643333
964,0.000656832874411685
965,0.985708370624197
966,0.351710707297264
967,0.371779164661809
968,0.931138230317351
969,6.22056544608608e-05
970,0.00112052438048053
971,1.3573135622298e-13
972,0.000372733981094392
973,2.22044604925031e-16
974,0.000391529060798649
975,2.22044604925031e-16
976,0.259753291965826
977,0.00395909036571461
978,1.0955373982114e-06
979,0.988501940043536
980,0.000366878387312913
981,0.00302427153596549
982,0.00534818669284647
983,1.3662877050485e-10
984,0.525532412890252
985,1.12089485979731e-13
986,1.2197074470698e-05
987,1.08930387125747e-05
988,0.523507125955526
989,9.04098775422138e-12
990,0.991041994643261
992,1.53216331302309e-12
993,0.864500436605527
994,0.979565207713627
995,4.83793538551421e-06
996,7.78414735613986e-13
997,0.00782864163712784
998,8.00590684811561e-06
999,0.983669797118038
1000,0.868081407350848
1001,2.22044604925031e-16
1002,0.0186057105750324
1003,1.65832187801393e-05
1004,2.03646477700019e-05
1005,1.32726722819588e-06
1006,8.64080221414979e-10
1007,0.0035119928501171
1008,3.06534039197471e-06
1009,1.9931678595026e-12
1010,2.22044604925031e-16
1011,0.495450358560255
1012,0.0230791678179756
1013,0.314055386523087
1014,0.0750905391502732
1015,2.22044604925031e-16
1016,0.997693347849578
1017,2.22044604925031e-16
1018,1.12149399741808e-11
1019,0.937368369975509
1020,0.0456667939849619
1021,1.01285668022212e-12
1022,0.847650482625116
1023,1.17326896065272e-09
1024,2.22044604925031e-16
1025,0.783123570042341
1026,2.22044604925031e-16
1027,1.68404228080469e-12
1028,0.00470715535456093
1029,0.446596584422554
1030,0.0340360096077679
1031,0.00123512166290741
1032,0.000306628902740622
1033,1.55409305985292e-05
1034,0.000141590764181802
1035,0.559158673034672
1036,0.709324744371154
1037,0.997203938549949
1038,0.000419288548415039
1039,0.00301996759379331
1040,0.942917105905477
1041,2.22044604925031e-16
1042,0.00214895622049584
1043,2.30379451252588e-10
1044,2.22044604925031e-16
1045,0.781559450287126
1046,2.22044604925031e-16
1047,6.6951460440868e-08
1048,0.204249649405343
1049,0.00429440610181454
1050,2.22044604925031e-16
1051,0.000217785024623038
1052,3.29582670658427e-05
1053,2.22044604925031e-16
1054,4.5899917704652e-06
1055,2.22044604925031e-16
1056,3.12616625148386e-13
1057,0.0045922786581441
1058,2.22044604925031e-16
1059,0.919415427447246
1060,0.59463409878626
1061,8.33472680144079e-06
1062,0.999997976638618
1063,2.22044604925031e-16
1064,0.51850725868385
1065,2.22044604925031e-16
1066,3.58862059108723e-07
1067,6.51561105234403e-12
1068,5.74271681181317e-06
1069,0.0263352405803669
1070,1.00146056150055e-05
1071,2.22044604925031e-16
1072,0.294326169128891
1073,0.00571193627149872
1074,2.08596029758244e-13
1075,2.22044604925031e-16
1076,0.00138922631594102
1077,0.975852431907044
1078,0.859458160874797
1079,2.22044604925031e-16
1080,0.93236853813629
1081,1.44499480433138e-05
1082,2.22044604925031e-16
1083,4.01531767010936e-13
1084,0.0232724331485946
1085,2.22044604925031e-16
1086,0.969169612767024
1087,0.00773259144122504
1088,0.00370352450645089
1089,0.000997390726050334
1090,0.000921995566749674
1091,0.995620336781539
1092,2.44944490961772e-06
1093,0.00134057111883529
1094,2.22044604925031e-16
1095,0.001408737969895
1096,2.22044604925031e-16
1097,0.722069673223882
1098,2.22044604925031e-16
1099,0.457258952342782
1100,1.06070161981876e-10
1101,0.241217062150523
1102,0.99848966651367
1103,0.000158596211402592
1104,7.92429342714643e-07
1105,0.0152799699550617
1106,8.429285173946e-07
1107,0.00106313947520594
1108,6.70469728497924e-12
1109,2.83466160380238e-13
1110,0.096137363567826
1111,0.0185272152108943
1112,4.08151081517173e-07
1113,0.0393963272201852
1114,0.986257179059695
1115,8.92498665903919e-06
1116,1.72958966897386e-13
1117,0.0250434464437308
1118,1.63213151322566e-06
1120,2.52223696881279e-06
1122,0.00304267735669511
1123,2.22044604925031e-16
1124,0.0447701749390488
1125,0.981604038506959
1126,0.934856476351045
1127,0.195057943339922
1128,0.00617930631920673
1129,0.0102593110997482
1130,0.00599130914497502
1131,3.95340550257232e-09
1132,7.73627810175814e-06
1133,2.22044604925031e-16
1134,0.990344207682672
1135,0.000685792344205708
1136,0.964565986777268
1137,1.93968394632441e-06
1138,0.942708588437215
1139,0.00187882454515635
1140,6.05537810740128e-13
1142,1.25026938457584e-05
1143,1.74096740839804e-09
1144,6.29261647630746e-11
1145,0.000211436028831493
1146,5.91418134458613e-06
1147,0.0031610906045025
1148,2.22044604925031e-16
1149,2.52671087247259e-13
1150,2.22044604925031e-16
1151,1.44311580541921e-06
1152,7.97620033117632e-05
1153,0.00863782219694828
1154,0.111708058319044
1155,2.22044604925031e-16
1156,1.27307398908118e-07
1157,7.54260559334323e-05
1158,3.20692466283287e-07
1159,0.00486997555660134
1160,1.38984477122474e-08
1161,0.00180708838134737
1162,2.22044604925031e-16
1163,0.991549809234034
1164,3.76299841950119e-12
1165,1.90564423497588e-05
1166,1.4144760702216e-09
1167,0.000484658198281524
1168,2.4385350417586e-05
1169,0.0301758333049559
1170,2.4237723014294e-13
1171,0.912637725328047
1172,0.000141539506725598
1173,0.016772003641464
1174,0.00107701686244415
1175,4.46781186443668e-07
1176,2.22044604925031e-16
1177,0.000150922456204055
1178,0.947720923833205
1179,0.983231780694632
1180,0.35647378239392
1181,1.91973952252197e-05
1182,2.70043213716329e-08
1183,2.22044604925031e-16
1184,5.91107835867185e-06
1185,0.956920812378636
1186,0.00159495209373001
1187,5.36360066661961e-09
1188,2.22044604925031e-16
1189,9.48095090708454e-07
1190,2.22044604925031e-16
1191,6.56183810150401e-05
1192,2.22044604925031e-16
1193,0.979854388418557
