,Predicted_WindowFloatGlassType,NonWindowFloatGlassTypeProbability,WindowFloatGlassTypeProbability
110,0,0.991127996784324,0.00887200321567637
111,0,0.864979224680341,0.135020775319659
112,0,0.881749847842168,0.118250152157832
113,0,0.998824628844308,0.00117537115569219
114,1,0.484119097664051,0.515880902335949
115,1,0.367631037001763,0.632368962998237
116,0,0.547993628706327,0.452006371293673
117,0,0.670371184926978,0.329628815073022
118,0,0.965837286530372,0.0341627134696277
119,0,0.905598694529011,0.0944013054709893
120,0,0.899493278814969,0.100506721185031
121,0,0.623561664185019,0.376438335814981
122,0,0.804180285413834,0.195819714586166
123,0,0.710426858221207,0.289573141778793
124,0,0.913640301574361,0.0863596984256394
125,1,0.323550599157112,0.676449400842888
126,0,0.715841606295404,0.284158393704596
127,1,0.4708981094205,0.5291018905795
128,0,0.998365323961343,0.00163467603865665
129,0,0.997971854072719,0.0020281459272806
130,0,0.999999860699308,1.39300692176366e-07
131,0,0.999975703777445,2.42962225544787e-05
132,0,0.999999982558572,1.74414283164214e-08
133,1,0.363913412763176,0.636086587236824
134,0,0.920765995401111,0.0792340045988889
135,1,0.335333041509847,0.664666958490153
136,0,0.679020620461397,0.320979379538603
137,1,0.134976558807771,0.865023441192229
138,0,0.608953620570387,0.391046379429613
139,0,0.50024238548138,0.49975761451862
140,0,0.554054856313943,0.445945143686057
141,0,0.827591380014671,0.172408619985329
142,1,0.329835298888896,0.670164701111104
143,0,0.59968261521457,0.40031738478543
144,0,0.837069607496236,0.162930392503764
145,0,0.680744585546585,0.319255414453415
146,0,0.69564482989657,0.30435517010343
147,1,0.330508634021364,0.669491365978636
148,0,0.669900523301144,0.330099476698856
149,0,0.562573916781086,0.437426083218914
150,0,0.909168102586108,0.0908318974138917
151,0,0.920671849077091,0.0793281509229094
152,1,0.360212510207099,0.639787489792901
153,1,0.0571227429498865,0.942877257050113
154,0,0.770286327375722,0.229713672624278
155,1,0.49572048249731,0.50427951750269
156,1,0.444021346595115,0.555978653404885
157,0,0.588265843045588,0.411734156954412
158,1,0.224573829356232,0.775426170643768
159,0,0.886098749055641,0.113901250944359
160,0,0.962535178502787,0.0374648214972128
161,0,0.847897876963214,0.152102123036786
162,1,0.292170921652248,0.707829078347752
163,0,0.937858436096336,0.0621415639036642
164,0,0.999999668865182,3.31134818253757e-07
165,0,0.997920639229346,0.00207936077065375
166,0,0.914942727256246,0.0850572727437543
167,0,0.617519046209294,0.382480953790706
168,0,0.999826406298523,0.000173593701476837
169,0,0.999999160570643,8.39429356696513e-07
170,0,0.999999745698101,2.54301898866826e-07
171,0,0.999999966936381,3.30636185332985e-08
172,0,1,2.22044604925033e-16
173,0,1,2.22044604925033e-16
174,0,0.9999992186342,7.81365800151594e-07
175,0,0.999999937185787,6.28142135250724e-08
176,0,0.999997625749757,2.37425024338016e-06
177,0,0.994096111069685,0.00590388893031515
178,0,0.898879902514027,0.101120097485973
179,0,0.998642457303596,0.0013575426964039
180,0,0.996969200333939,0.00303079966606062
181,0,0.992593211067267,0.00740678893273311
182,0,0.999999957516354,4.24836457384816e-08
183,0,0.999999999936421,6.35787383679827e-11
184,0,0.99963465462703,0.000365345372969604
185,0,0.999982719561928,1.72804380721518e-05
186,0,0.590496494588853,0.409503505411147
187,0,0.951924740504698,0.0480752594953025
188,0,0.725831656691093,0.274168343308908
189,0,0.999999997814918,2.18508225786263e-09
190,0,0.997912041364285,0.00208795863571488
191,0,0.968663093907849,0.0313369060921514
192,0,0.999999999865816,1.3418359897818e-10
193,0,0.999999999994479,5.52102836854845e-12
194,0,0.999993138433959,6.86156604109993e-06
195,0,0.999957293504538,4.27064954617076e-05
196,0,0.99999999954826,4.51740045509977e-10
197,0,0.999999951326431,4.86735693806342e-08
198,0,0.999999998545025,1.45497509405265e-09
199,0,0.999999999966629,3.33706144184963e-11
200,0,0.999999999990985,9.01495036438449e-12
201,0,0.999999999678865,3.21135115174033e-10
202,0,0.961420802166512,0.038579197833488
203,0,0.999999999312473,6.87527521504211e-10
204,0,0.999974583161362,2.54168386382942e-05
205,0,0.999999999263114,7.36886348612615e-10
206,0,0.9999762834396,2.37165604000458e-05
207,0,0.999985271662586,1.47283374141055e-05
208,0,0.991426727829861,0.00857327217013868
209,0,0.999999999995861,4.13943796086146e-12
210,0,0.999999999898093,1.01907005906484e-10
211,0,0.999984424689343,1.55753106565301e-05
212,0,0.999898365201091,0.000101634798909494
213,0,0.99946568586596,0.000534314134039793
214,0,0.999761945998913,0.000238054001086724
