,Predicted_Species,NonVersicolorProbability,VersicolorProbability
101,0,0.943181879798902,0.0568181202010978
102,0,0.597754774130513,0.402245225869487
103,0,0.721108886690765,0.278891113309235
104,0,0.523110089928073,0.476889910071927
105,0,0.779053281247057,0.220946718752943
106,0,0.536949669368224,0.463050330631776
107,1,0.482451760916808,0.517548239083192
108,1,0.352192770919541,0.647807229080459
109,1,0.244763608636993,0.755236391363007
110,0,0.981331223097909,0.0186687769020913
111,0,0.902105674363261,0.0978943256367389
112,0,0.562688651974653,0.437311348025347
113,0,0.80688477021996,0.19311522978004
114,0,0.566703565514506,0.433296434485494
115,0,0.897017987704255,0.102982012295745
116,0,0.949524213455971,0.0504757865440294
117,0,0.624784433674958,0.375215566325042
118,0,0.929326583023261,0.0706734169767386
119,1,0.335355071862887,0.664644928137113
120,1,0.128390066413515,0.871609933586485
121,0,0.916564883999025,0.0834351160009753
122,0,0.762051897473462,0.237948102526538
123,1,0.321123319436266,0.678876680563734
124,0,0.613684348406727,0.386315651593273
125,0,0.880191509532028,0.119808490467972
126,0,0.626461750131193,0.373538249868807
127,0,0.696874933019792,0.303125066980208
128,0,0.771614721926444,0.228385278073556
129,0,0.664486903891855,0.335513096108145
130,1,0.427729966932176,0.572270033067824
131,1,0.421190391779884,0.578809608220116
132,0,0.917045138294981,0.0829548617050193
133,0,0.724524996371251,0.275475003628749
134,1,0.411528930591465,0.588471069408535
135,1,0.129557966789831,0.870442033210169
136,0,0.799428797506165,0.200571202493835
137,0,0.970192035363638,0.0298079646363619
138,0,0.67942199483457,0.32057800516543
139,0,0.791448606627836,0.208551393372164
140,0,0.867656186222327,0.132343813777673
141,0,0.926580922147051,0.073419077852949
142,0,0.954870577203848,0.0451294227961517
143,0,0.597754774130513,0.402245225869487
144,0,0.887655473005907,0.112344526994093
145,0,0.968721930084205,0.031278069915795
146,0,0.924202993654414,0.0757970063455859
147,0,0.525360969456942,0.474639030543058
148,0,0.815067117734877,0.184932882265123
149,0,0.968400978725469,0.0315990212745309
150,0,0.713893197349312,0.286106802650688
