,Predicted_Species,NonVersicolorProbability,VersicolorProbability
112,0,0.560651837761696,0.439348162238304
113,0,0.859693108300673,0.140306891699327
114,0,0.5104942953957,0.4895057046043
115,0,0.909442399029023,0.0905576009709765
116,0,0.956285746811119,0.043714253188881
117,0,0.619668731503592,0.380331268496408
118,0,0.94787163928522,0.0521283607147802
119,1,0.325944046222035,0.674055953777965
120,1,0.00247214712981136,0.997527852870189
121,0,0.940534812898154,0.0594651871018462
122,0,0.751797144339418,0.248202855660582
123,1,0.273302070415909,0.726697929584091
124,0,0.634552379325546,0.365447620674454
125,0,0.902582494138652,0.0974175058613483
126,0,0.665103103490672,0.334896896509328
127,0,0.725477514737795,0.274522485262205
128,0,0.786630016694014,0.213369983305986
129,0,0.686386215218674,0.313613784781326
130,1,0.388525474383743,0.611474525616257
131,1,0.429930757650669,0.570069242349331
132,0,0.945144920028351,0.0548550799716493
133,0,0.761377273304843,0.238622726695157
134,1,0.281444161389936,0.718555838610064
135,1,0.000753020254353087,0.999246979745647
136,0,0.890323034717221,0.109676965282779
137,0,0.967443626565571,0.0325563734344289
138,0,0.673836971786071,0.326163028213929
139,0,0.80382744014767,0.19617255985233
140,0,0.91003655241636,0.0899634475836403
141,0,0.94607352860357,0.0539264713964296
142,0,0.969509472992265,0.0304905270077348
143,0,0.541516604739263,0.458483395260737
144,0,0.914725041710761,0.0852749582892393
145,0,0.972161063252209,0.0278389367477906
146,0,0.948547877520627,0.0514521224793731
147,0,0.526971128840971,0.473028871159029
148,0,0.854536588147351,0.145463411852649
149,0,0.965067397165191,0.0349326028348088
150,0,0.689931202076336,0.310068797923664
