,Predicted_Species,SetosaSpeciesProbability,VersicolorSpeciesProbability,VirginicaSpeciesProbability
46,setosa,0.999995568152106,4.43184789390098e-06,2.18081368171901e-106
47,setosa,1,2.2861409695708e-17,5.89082757066417e-124
48,setosa,0.999999998306132,1.693868230263e-09,2.34010631609385e-110
49,setosa,0.999999999999999,6.59944721082417e-16,2.25984218169399e-127
50,setosa,0.999999999802746,1.97253935273423e-10,1.06820093774036e-117
51,versicolor,7.31336179394077e-11,0.999999999926866,3.34146067750615e-24
52,versicolor,1.30383754242685e-08,0.999999986961625,1.88018323749036e-18
53,versicolor,3.68589033251525e-13,0.999999999999622,9.75408313472786e-15
54,versicolor,1.70053823682188e-19,1,2.54220252558512e-17
55,versicolor,8.29801223473999e-16,0.999999999999992,7.11216600999987e-15
56,versicolor,2.83292307174794e-14,0.999999999750549,2.49422415277728e-10
57,versicolor,1.18106265179186e-07,0.999999881562717,3.31018148917086e-10
58,versicolor,8.76200654661582e-14,0.999999999999912,4.83406370914132e-34
59,versicolor,1.01304673885903e-14,0.99999999999999,2.14724783670305e-21
60,versicolor,9.0617264433787e-12,0.999999999990937,9.04518067466801e-16
61,versicolor,1.70890362364375e-21,1,7.07866400973666e-28
62,versicolor,1.85494806549346e-09,0.999999998145052,9.47215445825205e-18
63,versicolor,1.53289875333443e-22,1,1.19458021074612e-30
64,versicolor,3.48707767040978e-14,0.999999997508669,2.49129587748529e-09
65,versicolor,7.51001196651733e-08,0.99999992489988,8.82741553798688e-33
66,versicolor,1.98521860886815e-10,0.999999999801478,5.22301165596157e-27
67,versicolor,1.76811406669223e-10,0.999987763463263,1.22363599256714e-05
68,versicolor,1.4294412892005e-14,0.999999999999986,3.26980024857447e-28
69,versicolor,1.54465609892273e-24,0.999999998135094,1.86490637929392e-09
70,versicolor,2.87203993391969e-16,1,4.86915945336067e-27
71,virginica,1.03877798514745e-12,0.000105790860946863,0.999894209138014
72,versicolor,2.123046876747e-12,0.999999999997877,4.57951909415018e-29
73,versicolor,6.81374246424403e-22,0.97842730029887,0.0215726997011297
74,versicolor,3.53067235012031e-16,0.999999999999649,3.50862045638206e-13
75,versicolor,7.82110838769195e-13,0.999999999999218,2.92978150941461e-26
76,versicolor,6.98008634251704e-12,0.99999999999302,5.98346252924536e-25
77,versicolor,1.54156285711252e-17,1,2.81471977887405e-16
78,versicolor,1.37867581543195e-14,0.999648259016788,0.000351740983197799
79,versicolor,8.44783438384997e-13,0.999999999919626,7.95293243240837e-11
80,versicolor,6.06789832958386e-13,0.999999999999393,1.11308786152456e-41
81,versicolor,3.29518284043063e-17,1,1.4409481420333e-27
82,versicolor,7.04482222032035e-17,1,2.18910735380963e-32
83,versicolor,3.54594197912059e-13,0.999999999999645,6.30862773931464e-29
84,virginica,7.87507417904535e-28,1.32527761317715e-09,0.999999998674722
85,versicolor,3.89097585154197e-10,0.990407403187637,0.00959259642326562
86,versicolor,0.000176553018606473,0.999823446969315,1.20780999112898e-11
87,versicolor,8.72056543397537e-12,0.999999999991279,5.15201049108658e-17
88,versicolor,6.15352263287957e-23,1,1.45445436018669e-18
89,versicolor,8.60537504695109e-09,0.999999991394625,1.88460577898972e-20
90,versicolor,3.05640253318078e-16,1,1.53324558499453e-18
91,versicolor,7.48738588682006e-17,0.99999999995027,4.97298729935115e-11
92,versicolor,4.82403313943528e-12,0.999999999993595,1.58047952102174e-12
93,versicolor,2.56320277437769e-15,0.999999999999997,9.94423408184601e-26
94,versicolor,1.38652264410785e-15,0.999999999999999,6.99647380189289e-35
95,versicolor,3.46096331978239e-14,0.999999999999965,4.92555738158581e-16
96,versicolor,1.15910458260783e-09,0.999999998840895,1.52504027566491e-21
97,versicolor,4.17307907349901e-11,0.999999999958269,1.05590437856352e-18
98,versicolor,1.73779029863272e-12,0.999999999998262,2.31899585177725e-23
99,versicolor,8.86629970088077e-11,0.999999999911337,4.39623406777327e-43
100,versicolor,3.212041333433e-12,0.999999999996788,1.11067392524877e-20
101,virginica,6.47410254641083e-57,5.79919370467273e-45,1
102,virginica,1.59891353762296e-36,3.40572775097314e-19,1
103,virginica,3.94324920348906e-42,1.09104439016216e-23,1
104,virginica,3.95289863237284e-39,1.94683045470385e-21,1
105,virginica,9.89060855025488e-49,5.00888853385721e-32,1
106,virginica,1.84024957313555e-57,1.47619484129727e-34,1
107,virginica,8.90083490060745e-30,1.8098045307622e-13,0.999999999999819
108,virginica,4.41852548567826e-48,4.64292041229e-25,1
109,virginica,3.53992659879082e-49,2.96064481872765e-23,1
110,virginica,8.01401506586109e-42,1.11691299779627e-32,1
111,virginica,1.87740623860525e-18,3.12815662531774e-08,0.999999968718434
112,virginica,4.52985580902886e-35,1.12701498391778e-15,0.999999999999999
113,virginica,1.49329620371121e-33,1.1002571963718e-17,1
114,virginica,3.22337165088015e-41,1.66215797133063e-21,1
115,virginica,1.60859333763054e-44,9.756382365587e-30,1
116,virginica,4.50867373344534e-32,1.50920934625367e-21,1
117,virginica,3.07069336004759e-31,2.42901002375511e-15,0.999999999999998
118,virginica,1.94653869089681e-43,4.76857319274918e-33,1
119,virginica,1.56344274585157e-78,9.00698412396056e-48,1
120,virginica,7.22886311303598e-34,7.79277366121385e-08,0.999999922072263
121,virginica,4.24123900197971e-38,1.1845746293738e-24,1
122,virginica,1.10981404244028e-32,1.54409774351822e-18,1
123,virginica,1.02788890502075e-61,1.10023249780538e-34,1
124,virginica,6.80680583630032e-22,0.000152940978439151,0.999847059021561
125,virginica,2.55072922785026e-34,1.76191531763559e-22,1
126,virginica,2.42753120836942e-33,6.46350639567824e-17,1
127,virginica,7.79867620752979e-18,0.00849744179351989,0.99150255820648
128,virginica,9.83110438075461e-18,1.30472060443478e-05,0.999986952793956
129,virginica,3.12592265652367e-46,2.73608189695127e-27,1
130,virginica,1.61319128153958e-27,1.68901044564949e-08,0.999999983109896
131,virginica,6.91964061536004e-45,2.82718861559004e-21,1
132,virginica,1.73466713635224e-27,6.33071846094299e-18,1
133,virginica,2.80595193991586e-48,1.60910738194418e-29,1
134,virginica,9.97889961799929e-20,0.0200245354160217,0.979975464583978
135,virginica,3.32229463442837e-40,3.04538371101026e-17,1
136,virginica,9.00155672639868e-45,1.24874583232084e-24,1
137,virginica,3.17018136226184e-40,9.01695280283592e-32,1
138,virginica,2.80853537896707e-30,3.51557323574359e-16,1
139,virginica,6.57863798335736e-16,0.000179494061241827,0.999820505938757
140,virginica,6.14608972825762e-27,4.87936182889869e-13,0.999999999999512
141,virginica,7.82026730668664e-42,8.3674213328441e-28,1
142,virginica,9.98215552092561e-22,9.79008745340788e-10,0.999999999020991
143,virginica,1.59891353762296e-36,3.40572775097314e-19,1
144,virginica,1.40824197611496e-45,2.80967188529285e-31,1
145,virginica,1.65604585679474e-42,2.1076998739052e-31,1
146,virginica,1.2850012788257e-29,7.84667014164973e-16,0.999999999999999
147,virginica,1.62336210771409e-31,1.40155639129621e-10,0.999999999859844
148,virginica,4.98725857612897e-26,4.87363335919813e-12,0.999999999995126
149,virginica,2.98580812393056e-33,8.16668764002414e-26,1
150,virginica,1.72951636362441e-26,1.09997799479213e-13,0.99999999999989
