,Predicted_Species,NonVersicolorProbability,VersicolorProbability
62,0,0.761778702797821,0.238221297202179
63,1,0.0873579466140838,0.912642053385916
64,1,0.481617602226767,0.518382397773233
65,0,0.741229116647784,0.258770883352216
66,0,0.768344777180921,0.231655222819079
67,0,0.63909188145191,0.36090811854809
68,1,0.259208801043667,0.740791198956333
69,1,0.196623729860799,0.803376270139201
70,1,0.249155371524413,0.750844628475587
71,0,0.85298608770494,0.14701391229506
72,0,0.596066223298632,0.403933776701368
73,1,0.248341705694029,0.751658294305971
74,1,0.280657274491375,0.719342725508625
75,0,0.587055451804862,0.412944548195138
76,0,0.703712520309792,0.296287479690208
77,1,0.451864122672448,0.548135877327552
78,0,0.711067111249173,0.288932888750827
79,0,0.614947738577483,0.385052261422517
80,1,0.384576482224325,0.615423517775675
81,1,0.21661353125624,0.78338646874376
82,1,0.191164346130693,0.808835653869307
83,1,0.460627010426991,0.539372989573009
84,1,0.337440164443976,0.662559835556024
85,0,0.618761965700786,0.381238034299214
86,0,0.908393155312932,0.0916068446870676
87,0,0.738850282677413,0.261149717322587
88,1,0.176943544428795,0.823056455571205
89,0,0.640465001004098,0.359534998995902
90,1,0.332718286194666,0.667281713805334
91,1,0.209030720455177,0.790969279544823
92,0,0.585923237872058,0.414076762127942
93,1,0.35866902196572,0.64133097803428
94,1,0.208267506634918,0.791732493365082
95,1,0.402741431964714,0.597258568035286
96,0,0.545038885553774,0.454961114446226
97,0,0.549119985921056,0.450880014078944
98,0,0.565990522370621,0.434009477629379
99,0,0.505684203821664,0.494315796178336
100,0,0.517471175036968,0.482528824963032
101,0,0.933065519720473,0.0669344802795269
102,0,0.52863396312026,0.47136603687974
103,0,0.713963823621245,0.286036176378755
104,1,0.463587959568622,0.536412040431378
105,0,0.75081713871637,0.24918286128363
106,0,0.522782081603938,0.477217918396062
107,1,0.372264232810817,0.627735767189183
108,1,0.321051914767325,0.678948085232675
109,1,0.196852007512193,0.803147992487807
110,0,0.984750581716568,0.0152494182834323
111,0,0.90299867235757,0.0970013276424302
112,0,0.519822188684167,0.480177811315833
113,0,0.802717395556763,0.197282604443237
114,1,0.490269464518865,0.509730535481135
115,0,0.875283963716218,0.124716036283782
116,0,0.948817189502547,0.0511828104974533
117,0,0.589231115600888,0.410768884399112
118,0,0.938845070134124,0.0611549298658763
119,1,0.303816695716331,0.696183304283669
120,1,0.0859099593359985,0.914090040664001
121,0,0.91938217495494,0.0806178250450597
122,0,0.710438258946618,0.289561741053382
123,1,0.297285732634608,0.702714267365392
124,0,0.582453921518484,0.417546078481516
125,0,0.875980457388942,0.124019542611058
126,0,0.617084833869807,0.382915166130193
127,0,0.671637358078467,0.328362641921533
128,0,0.748113876718215,0.251886123281785
129,0,0.621416181151243,0.378583818848757
130,1,0.411057279340424,0.588942720659576
131,1,0.403606544695147,0.596393455304853
132,0,0.934587258510489,0.0654127414895111
133,0,0.688251942008702,0.311748057991298
134,1,0.363522592354363,0.636477407645637
135,1,0.0828445237148736,0.917155476285126
136,0,0.817603874292132,0.182396125707868
137,0,0.968257840903667,0.0317421590963335
138,0,0.644332705031027,0.355667294968973
139,0,0.768352615192041,0.231647384807959
140,0,0.8731550816521,0.1268449183479
141,0,0.926358416111914,0.0736415838880864
142,0,0.96247283305793,0.0375271669420702
143,0,0.52863396312026,0.47136603687974
144,0,0.883073679071513,0.116926320928487
145,0,0.970076706597171,0.0299232934028293
146,0,0.928289026491582,0.0717109735084185
147,1,0.482178152272028,0.517821847727972
148,0,0.806279347405915,0.193720652594085
149,0,0.966428691580137,0.0335713084198626
150,0,0.666849658515993,0.333150341484007
