,Predicted_Type,WindowFloatGlassTypeProbability,WindowNon-floatGlassTypeProbability,VehicleWindowGlassTypeProbability,ContainersTypeProbability,TablewareTypeProbability,VehicleHeadlampsTypeProbability
50,WinNF,0.271424814712292,0.632110917552068,0.0964642677356397,0,0,0
51,WinF,0.858374967780299,0.0430680758595233,0.0985569563601773,0,0,0
52,WinF,0.616944270356776,0.340097325566824,0.0429584040763993,0,0,0
53,WinF,0.607865660065476,0.33003242594132,0.0621019139932034,0,0,0
54,WinNF,0.227409766848653,0.760015203071073,0.0125750300802744,0,0,0
55,WinNF,0.36243835204001,0.597456687360831,0.0401049605991593,0,0,0
56,WinNF,0.398957909985994,0.599152985038292,0.00188910497571353,0,0,0
57,Veh,1.66122209541185e-05,3.23952419557834e-05,0.99995099253709,0,0,0
58,WinNF,0.266316825390869,0.731821189839008,0.00186198477012264,0,0,0
59,WinF,0.939752875793921,0.0533979753210834,0.0068491488849957,0,0,0
60,WinF,0.771342406805427,0.184009714165693,0.0446478790288803,0,0,0
61,WinF,0.774687956939416,0.165150355731929,0.060161687328655,0,1.24555273123878e-77,0
62,WinF,0.513585350274247,0.321682736839672,0.164731912886082,0,0,0
63,WinF,0.735488511291257,0.147511087522971,0.117000401185771,0,0,0
64,Veh,0.360966064518898,0.09295157347967,0.546082362001432,0,0,0
65,WinF,0.871353866161398,0.075656851122983,0.0529892827156191,0,0,0
66,WinF,0.600679173182971,0.297752515148756,0.101568311668273,0,7.10065446335045e-182,0
67,WinF,0.800322064506689,0.112090891003368,0.0875870444899434,0,0,0
68,WinF,0.897387880198479,0.0511670302367342,0.0514450895647873,0,0,0
69,WinF,0.808995458393395,0.127369151875396,0.0636353897312092,0,0,0
70,WinF,0.936878326879597,0.0409770837325243,0.0221445893878782,0,0,0
71,WinNF,0.0161299557648147,0.635803118433577,0.348066925801608,8.46197176996471e-238,1.04849844663213e-86,0
72,WinNF,0.142217009155144,0.775247759332527,0.0825352315123282,0,0,0
73,WinNF,0.464455713553773,0.513698364186593,0.0218459222596338,0,0,0
74,WinNF,0.436885484713641,0.535073589378933,0.0280409259074263,1.04859724357695e-300,0,0
75,WinF,0.544141078484166,0.434944712504742,0.0209142090110919,0,0,0
76,WinF,0.632644790842134,0.327927777474739,0.0394274316831261,0,0,0
77,WinNF,0.119169026730854,0.767841146158994,0.112989827110152,0,0,0
78,WinNF,0.115639172849248,0.855194582513076,0.0291662446376755,0,0,0
79,WinF,0.494858318098528,0.186924239273133,0.318217442628339,0,0,0
80,WinNF,0.106411929145983,0.884134747425777,0.00945332342824032,6.61450577388026e-139,0,9.07307763867256e-179
81,WinNF,0.0647862042081868,0.928253946146858,0.00695984964440325,5.51826849388833e-13,3.66042298033071e-264,5.96436331474191e-101
82,WinNF,0.431760035400827,0.54381334892773,0.0244266156714429,0,0,0
83,WinF,0.552516068618224,0.304510041794478,0.142973889587298,0,0,0
84,WinNF,0.273944087985767,0.645894912440821,0.080160999573412,0,0,0
85,Con,3.54865444930015e-145,1.21730119388562e-143,1.66057879778107e-145,1,0,1.22843017119227e-313
86,WinNF,0.290877362769445,0.362437019488474,0.346685617742081,0,0,0
87,WinF,0.552207906897278,0.315365102321133,0.132426990781589,0,2.13216748303458e-155,0
88,WinNF,0.305592376341531,0.616738196222066,0.077669427436403,0,0,0
89,WinNF,0.131390982933793,0.819827977657834,0.0487810394083732,0,0,0
90,WinNF,0.240661321326829,0.757545785818176,0.00179289285499519,5.00018711404912e-153,1.14807257916272e-309,2.60627020000315e-110
91,Veh,0.286702990797714,0.306705295016156,0.406591714186131,0,0,0
92,WinNF,0.115223571295859,0.794068561468841,0.0907078672352996,0,6.67147477727506e-290,0
93,WinNF,0.277531818502599,0.3728055950471,0.349662586450301,0,1.14949665803349e-98,0
94,WinNF,0.29042605417454,0.537473557802716,0.172100388022744,0,2.22781042280813e-221,0
95,WinNF,0.311156470074302,0.677254453090026,0.0115890768356719,0,0,1.52790052949885e-316
96,WinNF,0.0703705052008375,0.920367381536863,0.00926211326229914,0,0,0
97,Veh,0.348760638701871,0.0978034351581884,0.553435926139941,0,0,0
98,WinF,0.564404572407331,0.423677700684615,0.0119177269080537,0,0,0
99,WinNF,0.0896079831750663,0.909469760192416,0.000922256632518103,1.24045303890536e-108,0,2.88869039944338e-86
100,WinNF,0.292827751437433,0.703018154259803,0.00415409430276441,0,0,0
101,WinNF,0.265041651869926,0.689522400335996,0.0454359477940773,0,0,0
102,WinNF,0.0136860410020031,0.980317431375988,0.00599652762200841,1.09593721650096e-298,0,0
103,WinF,0.839914883432678,0.142288684748892,0.0177964318184301,0,0,0
104,WinF,0.664795312137471,0.250819941736142,0.0843847461263864,0,0,0
105,WinNF,0.29377780653347,0.640597585136141,0.0656246083303892,0,0,0
106,WinNF,5.58868446889728e-05,0.999943714297883,3.98857428127715e-07,4.45884827997214e-29,0,0
107,WinNF,2.94873818245095e-05,0.999970512075723,5.42452308504844e-10,6.20025705233331e-207,0,4.06729595708993e-248
108,WinNF,0.00134641508996882,0.998612690072608,4.08948374233263e-05,0,0,0
109,WinNF,0.00358282311482713,0.996137776958744,0.000279399926429045,2.18824807183355e-97,1.09671864563554e-261,0
110,WinNF,0.120773617582592,0.836770006666231,0.0424563757511765,0,1.93723562051086e-67,0
111,WinNF,0.18692997322206,0.809943375958758,0.00312665081918195,0,0,0
112,WinNF,0.110288803344162,0.888010951032862,0.00170024562297654,0,0,0
113,WinNF,0.0309573109929733,0.965408991486911,0.00363369752011563,0,0,0
114,WinF,0.755168300110221,0.241938271367403,0.002893428522376,0,0,0
115,WinF,0.635988546940949,0.31996412568578,0.044047327373271,0,0,0
116,WinF,0.579367676404995,0.396267226817032,0.0243650967779737,0,0,0
117,WinNF,0.378623746766167,0.592939177770474,0.0284370754633585,0,0,0
118,WinNF,0.0914211842558453,0.888111278943459,0.0204675368006959,2.66145397360454e-166,0,0
119,WinNF,0.136383411425235,0.824556468695757,0.0390601198790081,0,0,0
120,WinNF,0.126461205341523,0.79781434645222,0.0757244482062565,0,0,0
121,WinNF,0.419887254144589,0.556677870699457,0.0234348751559539,0,0,0
122,WinNF,0.182495582752759,0.811617608160032,0.0058868090872088,0,0,0
123,WinNF,0.320928204855755,0.657370136750072,0.0217016583941729,0,0,0
124,WinNF,0.153497671736751,0.839393858422827,0.00710846984042156,9.68803334929627e-165,0,1.13320552575381e-256
125,WinF,0.74552347955394,0.254473501386722,3.01905933739704e-06,3.97468210283013e-272,8.21362259383434e-64,8.27715137204783e-40
126,WinNF,0.303077133629695,0.69334257879396,0.00358028757634498,0,0,0
127,Veh,0.244273121191001,0.195566193516339,0.56016068529266,0,0,0
128,WinNF,0.0425760552034259,0.955054636405175,0.00236930839139934,4.00833877804042e-301,0,0
129,WinNF,0.0223197408384922,0.977596244224284,8.40149372236067e-05,4.68652963513703e-69,0,0
130,WinNF,0.00112861014601791,0.992083661659159,0.00678772819482263,1.16518216741349e-167,0,0
131,WinNF,0.00744101857154999,0.991208492998582,0.00135048842986792,1.05424463565027e-119,0,0
132,WinNF,0.00222327217071088,0.996221305574919,0.0015554222543706,5.61695488129647e-206,0,0
133,WinF,0.758775018997235,0.207216600263589,0.0340083807391754,0,0,0
134,WinNF,0.156389496105069,0.68952196691662,0.154088536978311,0,0,0
135,WinF,0.789925678573592,0.20286632940963,0.0072079920167781,0,0,0
136,WinNF,0.347077581228371,0.469358414887069,0.183564003884559,0,0,0
137,WinF,0.921844520494239,0.0697923183311979,0.00836316117456315,0,0,0
138,WinNF,0.335386596133723,0.659736681665898,0.00487672220037957,2.88492990533714e-296,0,3.96802729766049e-258
139,WinNF,0.416041320339621,0.583070325555966,0.000888354104412175,1.09541010212752e-226,4.95489399510485e-236,5.14455188491921e-51
140,WinNF,0.45645052634889,0.540801970678277,0.00274750297283336,6.38795418867256e-222,1.82831645698517e-286,9.93580686696531e-146
141,WinNF,0.261828163881301,0.708760680452887,0.0294111556658118,4.02659831107556e-303,0,0
142,WinF,0.778978259256077,0.213106369795101,0.00791537094882241,0,0,0
143,WinNF,0.432676041698882,0.537138909440891,0.0301850488602268,0,0,0
144,WinNF,0.179118798548648,0.816762348633669,0.00411885281768255,3.24407324008973e-153,0,6.32249431287669e-206
145,Veh,0.271736022309549,0.291742223602625,0.436521754087826,0,0,0
146,WinNF,0.282132067817896,0.688472501980114,0.0293954302019897,0,0,0
147,WinF,0.508518704249132,0.0648580379088642,0.426623257842003,0,6.77722549929008e-154,0
148,Veh,0.170146015863354,0.188313595397367,0.641540388739279,0,0,0
149,WinF,0.444406792909934,0.196722832929453,0.358870374160612,0,0,0
150,WinNF,0.00328526746159718,0.983942843415134,0.0127718891232686,0,0,0
151,WinNF,0.132551144841901,0.776496646952925,0.0909522082051744,0,0,0
152,Veh,0.255838835247036,0.00835713792563637,0.735804026827328,0,0,0
153,Veh,0.250298022046867,0.0031594916218879,0.746542486331245,0,0,0
154,Veh,0.125290713340004,0.296551869852673,0.578157416807323,0,0,0
155,Veh,0.208174649984212,0.163454373629724,0.628370976386064,0,0,0
156,WinF,0.424103913057834,0.196345547430732,0.379550539511434,0,0,0
157,Veh,0.172553559459506,0.0669754051168186,0.760471035423675,0,0,0
158,Veh,0.300405606093235,0.00873679375305302,0.690857600153712,0,0,0
159,Veh,0.179835177789379,0.371464904992797,0.448699917217823,0,0,0
160,WinNF,0.101256626185881,0.677247561805763,0.221495812008356,0,0,0
161,WinNF,0.290336343401451,0.505338106964159,0.20432554963439,0,0,0
162,WinF,0.764946031429706,0.105702917855262,0.129351050715032,0,0,0
163,WinNF,0.223858011246687,0.745167774378411,0.0309742143749014,0,0,0
164,Con,0,0,0,1,0,2.31563218211064e-39
165,Con,2.30651494310501e-28,1.76267693929526e-26,1.130578298517e-29,1,0,1.41089748782463e-258
166,WinNF,0.0398132047234902,0.959506292867149,0.000680502409360751,2.07236034307065e-310,0,0
167,WinNF,0.239720104942355,0.759876127803648,0.000403767253997707,1.26247712434695e-305,0,0
168,Con,5.96414179974196e-185,5.80524454527458e-183,7.78908026725948e-187,1,2.44607107914266e-256,1.01445934732516e-169
169,Con,0,0,0,1,0,1.81396776437252e-133
170,Con,1.34222563641135e-287,1.05310230211744e-284,8.28911042003058e-289,1,0,0
171,Con,4.16066443173478e-201,5.59146851098246e-198,7.13059872262689e-203,1,0,0
172,Con,0,0,0,1,0,0
173,Con,0,0,0,1,0,0
174,Veh,0.00199590634992756,0.488515854819683,0.509488238830389,3.63371448678153e-317,0,0
175,Con,1.16651761275571e-171,1.59140302927683e-167,1.5239841712338e-174,1,0,0
176,Con,2.04476672682181e-48,2.62783167295966e-45,1.08334613623024e-50,1,8.72154686611941e-196,1.45586488790668e-191
177,Tabl,1.45305212754859e-238,1.57160139521917e-237,1.52182227010659e-238,0,1,0
178,Tabl,2.48293606194605e-58,3.18953499635091e-58,1.00563308447545e-58,0,1,0
179,Tabl,5.1332328032154e-297,5.93167667826836e-296,7.72203209296991e-297,0,1,0
180,Tabl,0,0,0,0,1,0
181,Tabl,0,0,0,0,1,0
182,Tabl,0,0,0,8.0297781315896e-160,1,0
183,Tabl,0,0,0,1.1721290462263e-95,1,0
184,WinNF,0.0860713781297967,0.789564865488056,0.124363756382147,0,3.95418586222705e-298,0
185,Tabl,0,0,0,0,1,2.60368845088268e-52
186,Head,1.32947562574526e-31,4.04957815942149e-31,2.33727565419046e-33,8.73925067897944e-151,0,1
187,Head,0,0,0,0,0,1
188,Head,4.79500652947039e-66,7.46525440817556e-66,5.31940766282991e-72,2.85670313475583e-168,5.4000569268041e-137,1
189,Con,3.5978284270884e-271,3.29250216238297e-268,3.88987598516313e-272,1,0,0
190,Head,1.19198683575084e-25,5.05838878952374e-24,6.65727997304413e-29,4.11243053687392e-42,0,1
191,Head,1.93632673236709e-174,2.52932447784366e-173,9.86502002320638e-175,4.12483671160235e-165,7.46499368195097e-16,0.999999999999999
192,Head,0,0,0,8.58346677529355e-203,1.08289723749983e-309,1
193,Head,0,0,0,9.20904668711756e-222,4.45648205574874e-204,1
194,Head,0,0,0,0,0,1
195,Head,0,0,0,0,0,1
196,Head,0,0,0,3.67574200198232e-170,0,1
197,Head,0,0,0,4.16115320939529e-97,0,1
198,Head,0,0,0,0,4.27628063950874e-264,1
199,Head,0,0,0,3.68798645139292e-112,2.1949023021614e-231,1
200,Head,0,0,0,5.7549515322355e-137,4.27943124730679e-204,1
201,Head,0,0,0,0,3.99181387707894e-259,1
202,Head,0,0,0,1.90194564853356e-131,0,1
203,Head,0,0,0,0,6.30190122178884e-229,1
204,Head,0,0,0,0,0,1
205,Head,0,0,0,7.68829687734257e-288,1.50878327742662e-263,1
206,Head,0,0,0,0,0,1
207,Head,0,0,0,0,0,1
208,Head,0,0,0,0,0,1
209,Head,0,0,0,5.93165815805688e-26,3.58702830801103e-87,1
210,Head,0,0,0,5.69908897229645e-141,0,1
211,Head,0,0,0,0,0,1
212,Head,0,0,0,0,0,1
213,Head,0,0,0,0,0,1
214,Head,0,0,0,0,0,1
